"Population","Mother","Cross_id","Block","Treatment","newseedsize","Germinated"
"PM","01.01x17.02b","PM_21","2B",112,-0.00770334928229679,1
"PM","01.02x16.03a","PM_22","2B",3.5,0.0722966507177033,0
"PM","01.02x16.03a","PM_22","2B",7,0.002296650717703,0
"PM","01.02x16.03a","PM_22","2B",14,0.002296650717703,0
"PM","01.02x16.03a","PM_22","2B",28,0.0322966507177032,0
"PM","01.02x16.03a","PM_22","2B",56,0.002296650717703,0
"PM","01.02x16.03a","PM_22","2B",112,-0.0177033492822966,0
"PM","03.01x16.03a","PM_23","2B",3.5,0.0322966507177032,0
"PM","03.01x16.03a","PM_23","2B",7,0.0922966507177028,0
"PM","03.01x16.03a","PM_23","2B",14,0.172296650717703,0
"PM","03.01x16.03a","PM_23","2B",28,0.0722966507177033,0
"PM","03.01x16.03a","PM_23","2B",56,0.122296650717703,1
"PM","03.01x16.03a","PM_23","2B",112,0.0722966507177033,1
"PM","01.02x16.03b","PM_24","2B",3.5,0.0122966507177037,0
"PM","01.02x16.03b","PM_24","2B",7,0.0822966507177031,0
"PM","01.02x16.03b","PM_24","2B",14,0.0622966507177035,0
"PM","01.02x16.03b","PM_24","2B",28,0.0822966507177031,1
"PM","01.02x16.03b","PM_24","2B",56,-0.00770334928229679,1
"PM","01.02x16.03b","PM_24","2B",112,0.0922966507177028,1
"PM","16.03x03.01b","PM_25","2B",3.5,0.0122966507177037,0
"PM","16.03x03.01b","PM_25","2B",7,0.002296650717703,0
"PM","16.03x03.01b","PM_25","2B",14,0.0522966507177028,0
"PM","16.03x03.01b","PM_25","2B",28,-0.0277033492822964,0
"PM","16.03x03.01b","PM_25","2B",56,0.002296650717703,0
"PM","16.03x03.01b","PM_25","2B",112,0.0322966507177032,0
"PM","01.01x17.02b","PM_26","2B",3.5,-0.0277033492822964,0
"PM","01.01x17.02b","PM_26","2B",7,0.112296650717703,0
"PM","01.01x17.02b","PM_26","2B",14,0.0122966507177037,0
"PM","01.01x17.02b","PM_26","2B",28,-0.0277033492822964,0
"PM","01.01x17.02b","PM_26","2B",56,-0.187703349282296,0
"PM","01.01x17.02b","PM_26","2B",112,-0.037703349282297,1
"PM","18.04x17.02b","PM_27","2B",3.5,0.0622966507177035,0
"PM","18.04x17.02b","PM_27","2B",7,0.0222966507177035,0
"PM","18.04x17.02b","PM_27","2B",14,-0.00770334928229679,0
"PM","18.04x17.02b","PM_27","2B",28,-0.037703349282297,0
"PM","18.04x17.02b","PM_27","2B",56,0.0722966507177033,0
"PM","18.04x17.02b","PM_27","2B",112,0.0322966507177032,1
"PM","01.02x16.03a","PM_28","3",3.5,-0.00770334928229679,0
"PM","01.02x16.03a","PM_28","3",7,-0.0677033492822964,0
"PM","01.02x16.03a","PM_28","3",14,-0.0277033492822964,0
"PM","01.02x16.03a","PM_28","3",28,-0.0577033492822966,0
"PM","01.02x16.03a","PM_28","3",56,0.0122966507177037,0
"PM","01.02x16.03a","PM_28","3",112,0.0622966507177035,1
"PM","03.01x16.03b","PM_29","3",3.5,-0.00770334928229679,0
"PM","03.01x16.03b","PM_29","3",7,-0.0177033492822966,0
"PM","03.01x16.03b","PM_29","3",14,0.0122966507177037,0
"PM","03.01x16.03b","PM_29","3",28,0.002296650717703,0
"PM","03.01x16.03b","PM_29","3",56,-0.0477033492822968,0
"PM","03.01x16.03b","PM_29","3",112,0.0722966507177033,0
"PM","04.03x17.02b","PM_30","4",3.5,0.152296650717703,0
"PM","04.03x17.02b","PM_30","4",7,0.122296650717703,0
"PM","04.03x17.02b","PM_30","4",14,0.222296650717704,0
"PM","04.03x17.02b","PM_30","4",28,0.182296650717704,0
"PM","04.03x17.02b","PM_30","4",56,0.002296650717703,0
"PM","01.01x17.02a","PM_31","4",3.5,0.0522966507177028,0
"PM","01.01x17.02a","PM_31","4",7,0.0622966507177035,0
"PM","01.01x17.02a","PM_31","4",14,0.112296650717703,0
"PM","01.01x17.02a","PM_31","4",28,0.0922966507177028,0
"PM","01.01x17.02a","PM_31","4",56,0.042296650717703,0
"PM","01.01x17.02a","PM_31","4",112,0.042296650717703,0
"PM","01.01x17.02a","PM_32","4",3.5,0.132296650717703,0
"PM","01.01x17.02a","PM_32","4",7,0.0722966507177033,0
"PM","01.01x17.02a","PM_32","4",14,0.0622966507177035,0
"PM","01.01x17.02a","PM_32","4",28,0.0522966507177028,0
"PM","01.01x17.02a","PM_32","4",56,0.0322966507177032,0
"PM","01.01x17.02a","PM_32","4",112,0.122296650717703,0
"PM","01.02x16.03a","PM_33","4",3.5,-0.0777033492822971,0
"PM","01.02x16.03a","PM_33","4",7,-0.0877033492822969,0
"PM","01.02x16.03a","PM_33","4",14,-0.0177033492822966,0
"PM","01.02x16.03a","PM_33","4",28,-0.107703349282296,0
"PM","01.02x16.03a","PM_33","4",56,-0.0777033492822971,0
"PM","01.02x16.03a","PM_33","4",112,-0.0277033492822964,1
"PM","16.03x03.01b","PM_34","4",3.5,0.102296650717704,0
"PM","16.03x03.01b","PM_34","4",7,0.122296650717703,0
"PM","16.03x03.01b","PM_34","4",14,0.0322966507177032,0
"PM","16.03x03.01b","PM_34","4",28,0.0922966507177028,0
"PM","16.03x03.01b","PM_34","4",56,-0.00770334928229679,1
"PM","16.03x03.01b","PM_34","4",112,0.0622966507177035,1
"PM","18.04x17.02b","PM_35","4",3.5,-0.0777033492822971,0
"PM","18.04x17.02b","PM_35","4",7,-0.0477033492822968,0
"PM","18.04x17.02b","PM_35","4",14,-0.0777033492822971,0
"PM","18.04x17.02b","PM_35","4",28,0.002296650717703,0
"PM","18.04x17.02b","PM_35","4",56,-0.177703349282297,0
"PM","18.04x17.02b","PM_35","4",112,-0.037703349282297,1
"S23","7.1b.auto","S23_1","1",3.5,0.00693069306930684,0
"S23","7.1b.auto","S23_1","1",7,0.186930693069307,0
"S23","7.1b.auto","S23_1","1",14,0.0469306930693069,0
"S23","7.1b.auto","S23_1","1",28,-0.0130693069306932,0
"S23","7.1b.auto","S23_1","1",56,0.176930693069307,0
"S23","7.1b.auto","S23_1","1",112,0.0469306930693069,0
"S23","15.1c.autoB","S23_2","1",3.5,0.0769306930693071,0
"S23","15.1c.autoB","S23_2","1",7,-0.023069306930693,0
"S23","15.1c.autoB","S23_2","1",14,0.136930693069307,0
"S23","15.1c.autoB","S23_2","1",28,0.0369306930693071,0
"S23","15.1c.autoB","S23_2","1",56,0.00693069306930684,0
"S23","15.1c.autoB","S23_2","1",112,0.176930693069307,0
"S23","7.1b.autoB","S23_3","1",3.5,0.166930693069307,0
"S23","7.1b.autoB","S23_3","1",7,-0.0130693069306932,0
"S23","7.1b.autoB","S23_3","1",14,0.0469306930693069,0
"S23","7.1b.autoB","S23_3","1",28,0.0369306930693071,0
"S23","7.1b.autoB","S23_3","1",56,0.106930693069307,0
"S23","7.1b.autoB","S23_3","1",112,0.146930693069307,0
"S23","15.1c.autoB","S23_4","1B",3.5,-0.0130693069306932,0
"S23","15.1c.autoB","S23_4","1B",7,0.0169306930693071,0
"S23","15.1c.autoB","S23_4","1B",14,-0.0130693069306932,0
"S23","15.1c.autoB","S23_4","1B",28,0.166930693069307,0
"S23","15.1c.autoB","S23_4","1B",56,0.0569306930693071,0
"S23","15.1c.autoB","S23_4","1B",112,0.0369306930693071,1
"S23","22.1h.autoB","S23_5","1B",3.5,0.146930693069307,0
"S23","22.1h.autoB","S23_5","1B",7,0.0769306930693071,0
"S23","22.1h.autoB","S23_5","1B",14,-0.043069306930693,0
"S23","22.1h.autoB","S23_5","1B",28,0.156930693069307,0
"S23","22.1h.autoB","S23_5","1B",56,0.286930693069307,0
"S23","22.1h.autoB","S23_5","1B",112,0.216930693069307,0
"S23","25.1f.autoB","S23_6","1B",3.5,0.0769306930693071,0
"S23","25.1f.autoB","S23_6","1B",7,0.106930693069307,0
"S23","25.1f.autoB","S23_6","1B",14,0.0769306930693071,0
"S23","25.1f.autoB","S23_6","1B",28,0.156930693069307,0
"S23","25.1f.autoB","S23_6","1B",56,-0.123069306930693,0
"S23","25.1f.autoB","S23_6","1B",112,0.0469306930693069,1
"S23","22.1h.autoB","S23_7","2",3.5,-0.133069306930693,0
"S23","22.1h.autoB","S23_7","2",7,0.0869306930693069,0
"S23","22.1h.autoB","S23_7","2",14,-0.043069306930693,0
"S23","22.1h.autoB","S23_7","2",28,0.196930693069307,0
"S23","22.1h.autoB","S23_7","2",56,0.0769306930693071,0
"S23","22.1h.autoB","S23_7","2",112,0.106930693069307,0
"S23","20.A1gB","S23_8","2",3.5,-0.333069306930693,0
"S23","20.A1gB","S23_8","2",7,-0.313069306930693,0
"S23","20.A1gB","S23_8","2",14,-0.263069306930693,0
"S23","20.A1gB","S23_8","2",28,-0.523069306930693,1
"S23","20.A1gB","S23_8","2",56,-0.323069306930693,1
"S23","20.A1gB","S23_8","2",112,-0.343069306930693,1
"S23","7.1b.autoB","S23_9","2",3.5,-0.0530693069306932,0
"S23","7.1b.autoB","S23_9","2",7,0.0569306930693071,0
"S23","7.1b.autoB","S23_9","2",14,0.00693069306930684,0
"S23","7.1b.autoB","S23_9","2",28,0.0669306930693069,0
"S23","7.1b.autoB","S23_9","2",56,-0.143069306930693,0
"S23","7.1b.autoB","S23_9","2",112,-0.0130693069306932,0
"S23","21.2a.auto","S23_10","2",3.5,-0.143069306930693,0
"S23","21.2a.auto","S23_10","2",7,-0.0330693069306932,0
"S23","21.2a.auto","S23_10","2",14,-0.113069306930693,0
"S23","21.2a.auto","S23_10","2",28,0.0169306930693071,0
"S23","21.2a.auto","S23_10","2",56,0.00693069306930684,0
"S23","21.2a.auto","S23_10","2",112,-0.113069306930693,0
"S23","21.2a.auto","S23_11","2",3.5,-0.0330693069306932,0
"S23","21.2a.auto","S23_11","2",7,-0.0330693069306932,0
"S23","21.2a.auto","S23_11","2",14,0.0969306930693071,0
"S23","21.2a.auto","S23_11","2",28,0.136930693069307,0
"S23","21.2a.auto","S23_11","2",56,-0.023069306930693,0
"S23","21.2a.auto","S23_11","2",112,-0.143069306930693,0
"S23","25.1f.autoB","S23_12","2",3.5,0.0669306930693069,0
"S23","25.1f.autoB","S23_12","2",7,-0.083069306930693,0
"S23","25.1f.autoB","S23_12","2",14,-0.0330693069306932,0
"S23","25.1f.autoB","S23_12","2",28,-0.0330693069306932,0
"S23","25.1f.autoB","S23_12","2",56,0.0269306930693069,0
"S23","25.1f.autoB","S23_12","2",112,-0.023069306930693,0
"S23","21.2a.auto","S23_13","2",3.5,0.00693069306930684,0
"S23","21.2a.auto","S23_13","2",7,0.0769306930693071,0
"S23","21.2a.auto","S23_13","2",14,0.0369306930693071,0
"S23","21.2a.auto","S23_13","2",28,0.0869306930693069,0
"S23","21.2a.auto","S23_13","2",56,0.226930693069307,0
"S23","21.2a.auto","S23_13","2",112,0.156930693069307,0
"S23","15.1c.autoB","S23_14","2",3.5,-0.063069306930693,0
"S23","15.1c.autoB","S23_14","2",7,0.0569306930693071,0
"S23","15.1c.autoB","S23_14","2",14,0.00693069306930684,0
"S23","15.1c.autoB","S23_14","2",28,-0.00306930693069295,0
"S23","15.1c.autoB","S23_14","2",56,0.116930693069307,0
"S23","15.1c.autoB","S23_14","2",112,-0.023069306930693,1
"S23","20.A1gB","S23_15","2",3.5,-0.113069306930693,0
"S23","20.A1gB","S23_15","2",7,-0.063069306930693,0
"S23","20.A1gB","S23_15","2",14,-0.113069306930693,0
"S23","20.A1gB","S23_15","2",28,0.0169306930693071,0
"S23","20.A1gB","S23_15","2",56,-0.193069306930693,0
"S23","20.A1gB","S23_15","2",112,-0.103069306930693,1
"S23","6ce.autoB","S23_16","2",3.5,-0.113069306930693,0
"S23","6ce.autoB","S23_16","2",7,-0.133069306930693,0
"S23","6ce.autoB","S23_16","2",14,-0.203069306930693,0
"S23","6ce.autoB","S23_16","2",28,-0.113069306930693,0
"S23","6ce.autoB","S23_16","2",56,-0.283069306930693,0
"S23","6ce.autoB","S23_16","2",112,-0.123069306930693,0
"S23","7.1b.autoB","S23_17","2",3.5,-0.103069306930693,0
"S23","7.1b.autoB","S23_17","2",7,-0.063069306930693,0
"S23","7.1b.autoB","S23_17","2",14,-0.0130693069306932,0
"S23","7.1b.autoB","S23_17","2",28,-0.0130693069306932,0
"S23","7.1b.autoB","S23_17","2",56,-0.153069306930693,0
"S23","7.1b.autoB","S23_17","2",112,-0.023069306930693,0
"S23","11.1a.autoB","S23_18","2B",3.5,-0.0530693069306932,0
"S23","11.1a.autoB","S23_18","2B",7,-0.0330693069306932,0
"S23","11.1a.autoB","S23_18","2B",14,-0.0330693069306932,0
"S23","11.1a.autoB","S23_18","2B",28,-0.163069306930693,0
"S23","11.1a.autoB","S23_18","2B",56,-0.113069306930693,0
"S23","11.1a.autoB","S23_18","2B",112,-0.133069306930693,1
"S23","11.1a.autoB","S23_19","2B",3.5,0.0569306930693071,0
"S23","11.1a.autoB","S23_19","2B",7,-0.123069306930693,0
"S23","11.1a.autoB","S23_19","2B",14,-0.0130693069306932,0
"S23","11.1a.autoB","S23_19","2B",28,-0.0130693069306932,0
"S23","11.1a.autoB","S23_19","2B",56,-0.083069306930693,0
"S23","11.1a.autoB","S23_19","2B",112,-0.0130693069306932,0
"S23","20a.autoB","S23_20","2B",3.5,0.00693069306930684,0
"S23","20a.autoB","S23_20","2B",7,0.0869306930693069,0
"S23","20a.autoB","S23_20","2B",14,0.0269306930693069,0
"S23","20a.autoB","S23_20","2B",28,0.0869306930693069,0
"S23","20a.autoB","S23_20","2B",56,-0.103069306930693,1
"S23","20a.autoB","S23_20","2B",112,-0.00306930693069295,0
"S23","15.1c.autoB","S23_21","2B",3.5,0.266930693069307,0
"S23","15.1c.autoB","S23_21","2B",7,0.116930693069307,0
"S23","15.1c.autoB","S23_21","2B",14,0.0969306930693071,0
"S23","15.1c.autoB","S23_21","2B",28,0.126930693069307,0
"S23","15.1c.autoB","S23_21","2B",56,0.166930693069307,0
"S23","15.1c.autoB","S23_21","2B",112,0.156930693069307,0
"S23","15.1c.auto","S23_22","2B",3.5,-0.083069306930693,0
"S23","15.1c.auto","S23_22","2B",7,-0.203069306930693,0
"S23","15.1c.auto","S23_22","2B",14,-0.123069306930693,0
"S23","15.1c.auto","S23_22","2B",28,-0.0130693069306932,0
"S23","15.1c.auto","S23_22","2B",56,-0.103069306930693,0
"S23","15.1c.auto","S23_22","2B",112,-0.173069306930693,1
"S23","25.1f.autoB","S23_23","2B",3.5,-0.163069306930693,0
"S23","25.1f.autoB","S23_23","2B",7,-0.253069306930693,0
"S23","25.1f.autoB","S23_23","2B",14,-0.163069306930693,0
"S23","25.1f.autoB","S23_23","2B",28,-0.0530693069306932,0
"S23","25.1f.autoB","S23_23","2B",56,-0.103069306930693,0
"S23","25.1f.autoB","S23_23","2B",112,-0.183069306930693,0
"S23","20a.autoB","S23_24","2B",3.5,0.216930693069307,0
"S23","20a.autoB","S23_24","2B",7,0.176930693069307,0
"S23","20a.autoB","S23_24","2B",14,-0.0730693069306932,0
"S23","20a.autoB","S23_24","2B",28,0.156930693069307,0
"S23","20a.autoB","S23_24","2B",56,-0.0930693069306932,0
"S23","20a.autoB","S23_24","2B",112,-0.083069306930693,1
"S23","22.1h.autoB","S23_25","2B",3.5,0.0269306930693069,0
"S23","22.1h.autoB","S23_25","2B",7,0.206930693069307,0
"S23","22.1h.autoB","S23_25","2B",14,0.136930693069307,0
"S23","22.1h.autoB","S23_25","2B",28,-0.083069306930693,0
"S23","22.1h.autoB","S23_25","2B",56,-0.043069306930693,0
"S23","20a.autoB","S23_26","2B",3.5,-0.00306930693069295,0
"S23","20a.autoB","S23_26","2B",7,0.136930693069307,0
"S23","20a.autoB","S23_26","2B",14,0.126930693069307,0
"S23","20a.autoB","S23_26","2B",28,0.0669306930693069,0
"S23","20a.autoB","S23_26","2B",56,-0.0730693069306932,0
"S23","20a.autoB","S23_26","2B",112,-0.123069306930693,0
"S23","11.1a.autoA","S23_27","2B",3.5,0.186930693069307,0
"S23","11.1a.autoA","S23_27","2B",7,0.136930693069307,0
"S23","11.1a.autoA","S23_27","2B",14,0.0469306930693069,0
"S23","11.1a.autoA","S23_27","2B",28,-0.0130693069306932,0
"S23","11.1a.autoA","S23_27","2B",56,-0.063069306930693,0
"S23","11.1a.autoA","S23_27","2B",112,-0.173069306930693,0
"S23","6ce.autoB","S23_28","4",3.5,-0.0730693069306932,0
"S23","6ce.autoB","S23_28","4",7,-0.023069306930693,0
"S23","6ce.autoB","S23_28","4",14,0.00693069306930684,1
"S23","6ce.autoB","S23_28","4",28,-0.043069306930693,0
"S23","6ce.autoB","S23_28","4",56,-0.103069306930693,0
"S23","6ce.autoB","S23_28","4",112,-0.0530693069306932,1
"S23","20a.autoA","S23_29","4",3.5,0.0569306930693071,0
"S23","20a.autoA","S23_29","4",7,0.0669306930693069,0
"S23","20a.autoA","S23_29","4",14,0.0869306930693069,0
"S23","20a.autoA","S23_29","4",28,0.0669306930693069,0
"S23","20a.autoA","S23_29","4",56,-0.0130693069306932,0
"S23","20a.autoA","S23_29","4",112,0.116930693069307,0
"S23","7.1b.autoB","S23_30","4",3.5,0.256930693069307,0
"S23","7.1b.autoB","S23_30","4",7,-0.00306930693069295,0
"S23","7.1b.autoB","S23_30","4",14,0.0669306930693069,0
"S23","7.1b.autoB","S23_30","4",28,0.126930693069307,0
"S23","7.1b.autoB","S23_30","4",56,0.0769306930693071,0
"S23","7.1b.autoB","S23_30","4",112,0.0369306930693071,0
"S23","15.1c.autoB","S23_31","4",3.5,0.0169306930693071,0
"S23","15.1c.autoB","S23_31","4",7,0.126930693069307,0
"S23","15.1c.autoB","S23_31","4",14,0.0469306930693069,0
"S23","15.1c.autoB","S23_31","4",28,0.0769306930693071,0
"S23","15.1c.autoB","S23_31","4",56,0.0569306930693071,0
"S23","15.1c.autoB","S23_31","4",112,0.0769306930693071,0
"S23","11.1a.autoB","S23_32","4",3.5,0.106930693069307,0
"S23","11.1a.autoB","S23_32","4",7,-0.113069306930693,0
"S23","11.1a.autoB","S23_32","4",14,-0.083069306930693,0
"S23","11.1a.autoB","S23_32","4",28,-0.043069306930693,0
"S23","11.1a.autoB","S23_32","4",56,-0.133069306930693,1
"S23","11.1a.autoB","S23_32","4",112,0.0369306930693071,1
"S23","15.1c.auto","S23_33","4",3.5,0.0769306930693071,0
"S23","15.1c.auto","S23_33","4",7,0.0269306930693069,0
"S23","15.1c.auto","S23_33","4",14,0.126930693069307,0
"S23","15.1c.auto","S23_33","4",28,0.0469306930693069,0
"S23","15.1c.auto","S23_33","4",56,-0.043069306930693,0
"S23","11.1a.autoA","S23_34","4",3.5,0.0669306930693069,0
"S23","11.1a.autoA","S23_34","4",7,-0.023069306930693,0
"S23","11.1a.autoA","S23_34","4",14,-0.063069306930693,0
"S23","11.1a.autoA","S23_34","4",28,0.0569306930693071,0
"S23","11.1a.autoA","S23_34","4",56,0.0769306930693071,0
"S23","11.1a.autoA","S23_34","4",112,0.0969306930693071,1
"To","Ran.70.4034A","To_1","1",3.5,-0.131238390092879,0
"To","Ran.70.4034A","To_1","1",7,-0.141238390092879,1
"To","Ran.70.4034A","To_1","1",14,-0.0412383900928795,1
"To","Ran.70.4034A","To_1","1",28,-0.151238390092879,1
"To","Ran.70.4034A","To_1","1",56,-0.121238390092879,1
"To","Ran.70.4034A","To_1","1",112,0.00876160990712081,0
"To","Ran.70.4034A","To_2","1",3.5,-0.0212383900928794,0
"To","Ran.70.4034A","To_2","1",7,-0.0312383900928792,1
"To","Ran.70.4034A","To_2","1",14,-0.00123839009287942,1
"To","Ran.70.4034A","To_2","1",28,-0.0212383900928794,1
"To","Ran.70.4034A","To_2","1",56,-0.0412383900928795,0
"To","Ran.70.4034A","To_2","1",112,0.0287616099071208,0
"To","Ran.70.4034A","To_3","1",3.5,-0.061238390092879,0
"To","Ran.70.4034A","To_3","1",7,-0.081238390092879,1
"To","Ran.70.4034A","To_3","1",14,-0.121238390092879,1
"To","Ran.70.4034A","To_3","1",28,-0.081238390092879,1
"To","Ran.70.4034A","To_3","1",56,-0.141238390092879,0
"To","Ran.70.4034A","To_3","1",112,-0.211238390092879,1
"To","Ran.70.P023A","To_4","1",3.5,0.0887616099071209,0
"To","Ran.70.P023A","To_4","1",7,0.0487616099071208,0
"To","Ran.70.P023A","To_4","1",14,0.158761609907121,1
"To","Ran.70.P023A","To_4","1",28,0.0787616099071207,1
"To","Ran.70.P023A","To_4","1",56,0.108761609907121,1
"To","Ran.70.P023A","To_4","1",112,0.0787616099071207,1
"To","Ran.70.P041B","To_5","1",3.5,-0.201238390092879,0
"To","Ran.70.P041B","To_5","1",7,-0.0212383900928794,0
"To","Ran.70.P041B","To_5","1",14,-0.0412383900928795,0
"To","Ran.70.P041B","To_5","1",28,-0.101238390092879,1
"To","Ran.70.P041B","To_5","1",56,-0.131238390092879,1
"To","Ran.70.P041B","To_5","1",112,-0.00123839009287942,1
"To","Ran.70.P042A","To_6","1",3.5,0.258761609907121,0
"To","Ran.70.P042A","To_6","1",7,0.228761609907121,0
"To","Ran.70.P042A","To_6","1",14,0.188761609907121,0
"To","Ran.70.P042A","To_6","1",28,0.198761609907121,0
"To","Ran.70.P042A","To_6","1",56,0.158761609907121,1
"To","Ran.70.P023A","To_7","1",3.5,0.168761609907121,0
"To","Ran.70.P023A","To_7","1",7,0.188761609907121,0
"To","Ran.70.P023A","To_7","1",14,0.148761609907121,0
"To","Ran.70.P023A","To_7","1",28,0.188761609907121,0
"To","Ran.70.P023A","To_7","1",56,0.188761609907121,1
"To","Ran.70.P023A","To_7","1",112,0.168761609907121,1
"To","Ran.70.P028A","To_8","1",3.5,0.0787616099071207,0
"To","Ran.70.P028A","To_8","1",7,0.0787616099071207,1
"To","Ran.70.P028A","To_8","1",14,-0.0712383900928793,0
"To","Ran.70.P028A","To_8","1",28,-0.00123839009287942,0
"To","Ran.70.P028A","To_8","1",56,0.0787616099071207,0
"To","Ran.70.P028A","To_8","1",112,0.0587616099071206,1
"To","Ran.70.P016A","To_9","1",3.5,0.0287616099071208,0
"To","Ran.70.P016A","To_9","1",7,-0.0712383900928793,1
"To","Ran.70.P016A","To_9","1",14,0.0187616099071206,0
"To","Ran.70.P016A","To_9","1",28,0.0187616099071206,1
"To","Ran.70.P016A","To_9","1",56,-0.0212383900928794,1
"To","Ran.70.P016A","To_9","1",112,-0.00123839009287942,1
"To","Ran.70.P022B","To_10","1",3.5,-0.0112383900928792,0
"To","Ran.70.P022B","To_10","1",7,-0.0412383900928795,1
"To","Ran.70.P022B","To_10","1",14,-0.0712383900928793,1
"To","Ran.70.P022B","To_10","1",28,-0.0212383900928794,1
"To","Ran.70.P022B","To_10","1",56,-0.0212383900928794,1
"To","Ran.70.P022B","To_10","1",112,0.0287616099071208,1
"To","Ran.70.P015B","To_11","1",3.5,0.278761609907121,0
"To","Ran.70.P015B","To_11","1",7,0.228761609907121,0
"To","Ran.70.P015B","To_11","1",14,0.258761609907121,0
"To","Ran.70.P015B","To_11","1",28,0.248761609907121,1
"To","Ran.70.P015B","To_11","1",56,0.288761609907121,1
"To","Ran.70.P015B","To_11","1",112,0.248761609907121,1
"To","Ran.70.P038B","To_12","1",3.5,-0.241238390092879,0
"To","Ran.70.P038B","To_12","1",7,-0.271238390092879,1
"To","Ran.70.P038B","To_12","1",14,-0.251238390092879,1
"To","Ran.70.P038B","To_12","1",28,-0.251238390092879,1
"To","Ran.70.P038B","To_12","1",56,-0.231238390092879,1
"To","Ran.70.P038B","To_12","1",112,-0.221238390092879,1
"To","Ran.70.P041B","To_13","1",3.5,-0.0212383900928794,1
"To","Ran.70.P041B","To_13","1",7,-0.081238390092879,0
"To","Ran.70.P041B","To_13","1",14,-0.0712383900928793,1
"To","Ran.70.P041B","To_13","1",28,-0.0212383900928794,1
"To","Ran.70.P041B","To_13","1",56,-0.061238390092879,1
"To","Ran.70.P041B","To_13","1",112,-0.0312383900928792,1
"To","Ran.70.P023A","To_14","1",3.5,0.0487616099071208,0
"To","Ran.70.P023A","To_14","1",7,-0.0412383900928795,1
"To","Ran.70.P023A","To_14","1",14,-0.061238390092879,1
"To","Ran.70.P023A","To_14","1",28,0.0387616099071206,1
"To","Ran.70.P023A","To_14","1",56,-0.0712383900928793,1
"To","Ran.70.P023A","To_14","1",112,-0.0312383900928792,1
"To","Ran.70.P028A","To_15","1",3.5,0.118761609907121,0
"To","Ran.70.P028A","To_15","1",7,0.0387616099071206,1
"To","Ran.70.P028A","To_15","1",14,0.0387616099071206,1
"To","Ran.70.P028A","To_15","1",28,0.0387616099071206,1
"To","Ran.70.P028A","To_15","1",56,0.0787616099071207,1
"To","Ran.70.P028A","To_15","1",112,0.0987616099071207,1
"To","Ran.70.P042A","To_16","1",3.5,0.158761609907121,0
"To","Ran.70.P042A","To_16","1",7,0.188761609907121,0
"To","Ran.70.P042A","To_16","1",14,0.148761609907121,0
"To","Ran.70.P042A","To_16","1",28,0.0687616099071209,0
"To","Ran.70.P042A","To_16","1",56,0.138761609907121,1
"To","Ran.70.P042A","To_16","1",112,0.168761609907121,1
"To","Ran.70.P042A","To_17","1",3.5,0.0487616099071208,0
"To","Ran.70.P042A","To_17","1",7,0.0587616099071206,1
"To","Ran.70.P042A","To_17","1",14,0.0387616099071206,0
"To","Ran.70.P042A","To_17","1",28,0.0587616099071206,0
"To","Ran.70.P042A","To_17","1",56,-0.161238390092879,1
"To","Ran.70.P042A","To_17","1",112,-0.0712383900928793,1
"To","Ran.70.P022A","To_18","1",3.5,-0.0712383900928793,0
"To","Ran.70.P022A","To_18","1",7,0.0187616099071206,1
"To","Ran.70.P022A","To_18","1",14,-0.0312383900928792,1
"To","Ran.70.P022A","To_18","1",28,-0.081238390092879,1
"To","Ran.70.P022A","To_18","1",56,-0.0912383900928793,1
"To","Ran.70.P022A","To_18","1",112,-0.111238390092879,1
"To","Ran.70.4041A","To_19","1",3.5,-0.141238390092879,0
"To","Ran.70.4041A","To_19","1",7,-0.131238390092879,0
"To","Ran.70.4041A","To_19","1",14,-0.121238390092879,1
"To","Ran.70.4041A","To_19","1",28,-0.131238390092879,1
"To","Ran.70.4041A","To_19","1",56,-0.141238390092879,1
"To","Ran.70.4041A","To_19","1",112,-0.171238390092879,1
"To","Ran.70.P026B","To_20","1B",3.5,0.308761609907121,0
"To","Ran.70.P026B","To_20","1B",7,0.248761609907121,0
"To","Ran.70.P026B","To_20","1B",14,0.238761609907121,0
"To","Ran.70.P026B","To_20","1B",28,0.268761609907121,1
"To","Ran.70.P026B","To_20","1B",56,0.298761609907121,1
"To","Ran.70.P026B","To_20","1B",112,0.0987616099071207,1
"To","Ran.70.P009A","To_21","1B",3.5,-0.0712383900928793,0
"To","Ran.70.P009A","To_21","1B",7,-0.0512383900928792,0
"To","Ran.70.P009A","To_21","1B",14,-0.0712383900928793,0
"To","Ran.70.P009A","To_21","1B",28,-0.0712383900928793,0
"To","Ran.70.P009A","To_21","1B",56,-0.171238390092879,1
"To","Ran.70.P009A","To_21","1B",112,-0.0112383900928792,1
"To","Ran.70.P022A","To_22","1B",3.5,0.148761609907121,0
"To","Ran.70.P022A","To_22","1B",7,-0.00123839009287942,1
"To","Ran.70.P022A","To_22","1B",14,0.0787616099071207,1
"To","Ran.70.P022A","To_22","1B",28,0.138761609907121,1
"To","Ran.70.P022A","To_22","1B",56,0.0587616099071206,1
"To","Ran.70.P022A","To_22","1B",112,0.178761609907121,1
"To","Ran.70.P009A","To_23","1B",3.5,0.00876160990712081,0
"To","Ran.70.P009A","To_23","1B",7,0.0187616099071206,0
"To","Ran.70.P009A","To_23","1B",14,0.0387616099071206,0
"To","Ran.70.P009A","To_23","1B",28,0.0187616099071206,1
"To","Ran.70.P009A","To_23","1B",56,0.0787616099071207,1
