"Population","Mother","Cross_id","Block","Treatment","newseedsize","Germinated"
"To","Ran.70.P009A","To_23","1B",112,-0.00123839009287942,1
"To","Ran.70.4034A","To_24","1B",3.5,-0.191238390092879,0
"To","Ran.70.4034A","To_24","1B",7,-0.061238390092879,0
"To","Ran.70.4034A","To_24","1B",14,-0.191238390092879,0
"To","Ran.70.4034A","To_24","1B",28,-0.101238390092879,1
"To","Ran.70.4034A","To_24","1B",56,-0.0712383900928793,1
"To","Ran.70.4034A","To_24","1B",112,-0.121238390092879,1
"To","Ran.70.P026B","To_25","1B",3.5,0.278761609907121,0
"To","Ran.70.P026B","To_25","1B",7,0.288761609907121,0
"To","Ran.70.P026B","To_25","1B",14,0.288761609907121,1
"To","Ran.70.P026B","To_25","1B",28,0.298761609907121,1
"To","Ran.70.P026B","To_25","1B",56,0.208761609907121,1
"To","Ran.70.P026B","To_25","1B",112,0.228761609907121,1
"To","Ran.70.P022A","To_26","1B",3.5,-0.0512383900928792,1
"To","Ran.70.P022A","To_26","1B",7,-0.0212383900928794,0
"To","Ran.70.P022A","To_26","1B",14,0.00876160990712081,0
"To","Ran.70.P022A","To_26","1B",28,-0.0212383900928794,1
"To","Ran.70.P022A","To_26","1B",56,-0.0212383900928794,1
"To","Ran.70.P022A","To_26","1B",112,-0.061238390092879,1
"To","Ran.70.P022B","To_27","1B",3.5,-0.0112383900928792,0
"To","Ran.70.P022B","To_27","1B",7,-0.0112383900928792,0
"To","Ran.70.P022B","To_27","1B",14,-0.061238390092879,0
"To","Ran.70.P022B","To_27","1B",28,-0.101238390092879,1
"To","Ran.70.P022B","To_27","1B",56,0.0187616099071206,1
"To","Ran.70.P022B","To_27","1B",112,-0.0512383900928792,1
"To","Ran.70.P015B","To_28","1B",3.5,0.138761609907121,0
"To","Ran.70.P015B","To_28","1B",7,0.198761609907121,0
"To","Ran.70.P015B","To_28","1B",14,0.0487616099071208,0
"To","Ran.70.P015B","To_28","1B",28,0.0987616099071207,0
"To","Ran.70.P015B","To_28","1B",56,0.178761609907121,1
"To","Ran.70.P015B","To_28","1B",112,0.148761609907121,1
"To","Ran.70.P028A","To_29","1B",3.5,0.0187616099071206,0
"To","Ran.70.P028A","To_29","1B",7,0.0587616099071206,1
"To","Ran.70.P028A","To_29","1B",14,0.0487616099071208,1
"To","Ran.70.P028A","To_29","1B",28,0.0387616099071206,1
"To","Ran.70.P028A","To_29","1B",56,0.0687616099071209,1
"To","Ran.70.P028A","To_29","1B",112,0.0687616099071209,1
"To","Ran.70.P041B","To_30","1B",3.5,-0.0512383900928792,0
"To","Ran.70.P041B","To_30","1B",7,-0.0112383900928792,0
"To","Ran.70.P041B","To_30","1B",14,-0.061238390092879,1
"To","Ran.70.P041B","To_30","1B",28,-0.0312383900928792,1
"To","Ran.70.P041B","To_30","1B",56,0.0987616099071207,1
"To","Ran.70.P041B","To_30","1B",112,0.00876160990712081,1
"To","Ran.70.P009A","To_31","1B",3.5,-0.0212383900928794,0
"To","Ran.70.P009A","To_31","1B",7,-0.0112383900928792,0
"To","Ran.70.P009A","To_31","1B",14,-0.101238390092879,0
"To","Ran.70.P009A","To_31","1B",28,0.0687616099071209,1
"To","Ran.70.P009A","To_31","1B",56,0.0287616099071208,1
"To","Ran.70.P009A","To_31","1B",112,0.0187616099071206,1
"To","Ran.70.P042A","To_32","1B",3.5,0.168761609907121,0
"To","Ran.70.P042A","To_32","1B",7,0.168761609907121,0
"To","Ran.70.P042A","To_32","1B",14,0.138761609907121,0
"To","Ran.70.P042A","To_32","1B",28,0.0187616099071206,0
"To","Ran.70.P042A","To_32","1B",56,0.218761609907121,1
"To","Ran.70.P042A","To_32","1B",112,0.108761609907121,1
"To","Ran.70.P038B","To_33","1B",3.5,-0.151238390092879,0
"To","Ran.70.P038B","To_33","1B",7,-0.191238390092879,0
"To","Ran.70.P038B","To_33","1B",14,-0.211238390092879,1
"To","Ran.70.P038B","To_33","1B",28,-0.0912383900928793,1
"To","Ran.70.P038B","To_33","1B",56,-0.081238390092879,1
"To","Ran.70.P038B","To_33","1B",112,-0.221238390092879,1
"To","Ran.70.P016A","To_34","1B",3.5,-0.111238390092879,1
"To","Ran.70.P016A","To_34","1B",7,-0.0112383900928792,0
"To","Ran.70.P016A","To_34","1B",14,-0.0112383900928792,0
"To","Ran.70.P016A","To_34","1B",28,0.0487616099071208,1
"To","Ran.70.P016A","To_34","1B",56,0.0187616099071206,1
"To","Ran.70.P016A","To_34","1B",112,0.0387616099071206,1
"To","Ran.70.P026B","To_35","1B",3.5,0.198761609907121,0
"To","Ran.70.P026B","To_35","1B",7,0.0987616099071207,1
"To","Ran.70.P026B","To_35","1B",14,0.198761609907121,0
"To","Ran.70.P026B","To_35","1B",28,0.148761609907121,1
"To","Ran.70.P026B","To_35","1B",56,0.238761609907121,1
"To","Ran.70.P026B","To_35","1B",112,0.158761609907121,1
"To","Ran.70.P023A","To_36","1B",3.5,0.00876160990712081,0
"To","Ran.70.P023A","To_36","1B",7,0.00876160990712081,1
"To","Ran.70.P023A","To_36","1B",14,0.0187616099071206,1
"To","Ran.70.P023A","To_36","1B",28,0.0187616099071206,1
"To","Ran.70.P023A","To_36","1B",56,0.0287616099071208,1
"To","Ran.70.P023A","To_36","1B",112,-0.00123839009287942,1
"To","Ran.70.P015B","To_37","1B",3.5,0.148761609907121,0
"To","Ran.70.P015B","To_37","1B",7,0.138761609907121,0
"To","Ran.70.P015B","To_37","1B",14,0.178761609907121,1
"To","Ran.70.P015B","To_37","1B",28,0.0887616099071209,1
"To","Ran.70.P015B","To_37","1B",56,0.138761609907121,1
"To","Ran.70.P015B","To_37","1B",112,0.158761609907121,1
"To","Ran.70.4041A","To_38","2",3.5,-0.281238390092879,1
"To","Ran.70.4041A","To_38","2",7,-0.231238390092879,1
"To","Ran.70.4041A","To_38","2",14,-0.321238390092879,1
"To","Ran.70.4041A","To_38","2",28,-0.241238390092879,1
"To","Ran.70.4041A","To_38","2",56,-0.181238390092879,1
"To","Ran.70.4041A","To_38","2",112,-0.261238390092879,1
"To","Ran.70.P041B","To_39","2",3.5,-0.00123839009287942,0
"To","Ran.70.P041B","To_39","2",7,-0.241238390092879,1
"To","Ran.70.P041B","To_39","2",14,-0.061238390092879,1
"To","Ran.70.P041B","To_39","2",28,-0.151238390092879,1
"To","Ran.70.P041B","To_39","2",56,-0.301238390092879,1
"To","Ran.70.P041B","To_39","2",112,-0.101238390092879,1
"To","Ran.70.P022A","To_40","2",3.5,0.0587616099071206,1
"To","Ran.70.P022A","To_40","2",7,-0.171238390092879,1
"To","Ran.70.P022A","To_40","2",14,-0.0412383900928795,1
"To","Ran.70.P022A","To_40","2",28,-0.0912383900928793,1
"To","Ran.70.P022A","To_40","2",56,-0.061238390092879,1
"To","Ran.70.P022A","To_40","2",112,-0.0112383900928792,1
"To","Ran.70.P016A","To_41","2",3.5,-0.0712383900928793,0
"To","Ran.70.P016A","To_41","2",7,-0.0212383900928794,0
"To","Ran.70.P016A","To_41","2",14,-0.0412383900928795,1
"To","Ran.70.P016A","To_41","2",28,-0.081238390092879,1
"To","Ran.70.P016A","To_41","2",56,-0.0712383900928793,1
"To","Ran.70.P016A","To_41","2",112,-0.0212383900928794,1
"To","Ran.70.4041A","To_42","2B",3.5,-0.0312383900928792,0
"To","Ran.70.4041A","To_42","2B",7,0.00876160990712081,1
"To","Ran.70.4041A","To_42","2B",14,0.0487616099071208,1
"To","Ran.70.4041A","To_42","2B",28,-0.0112383900928792,1
"To","Ran.70.4041A","To_42","2B",56,-0.0312383900928792,1
"To","Ran.70.4041A","To_42","2B",112,-0.00123839009287942,1
"To","Ran.70.P022B","To_43","2B",3.5,-0.0212383900928794,1
"To","Ran.70.P022B","To_43","2B",7,-0.0412383900928795,0
"To","Ran.70.P022B","To_43","2B",14,-0.131238390092879,1
"To","Ran.70.P022B","To_43","2B",28,-0.0712383900928793,1
"To","Ran.70.P022B","To_43","2B",56,-0.0212383900928794,1
"To","Ran.70.P022B","To_43","2B",112,-0.0912383900928793,1
"To","Ran.70.P038B","To_44","2B",3.5,-0.201238390092879,0
"To","Ran.70.P038B","To_44","2B",7,-0.271238390092879,0
"To","Ran.70.P038B","To_44","2B",14,-0.221238390092879,1
"To","Ran.70.P038B","To_44","2B",28,-0.191238390092879,1
"To","Ran.70.P038B","To_44","2B",56,-0.201238390092879,1
"To","Ran.70.P038B","To_44","2B",112,-0.221238390092879,1
"To","Ran.70.P016A","To_45","2B",3.5,-0.141238390092879,0
"To","Ran.70.P016A","To_45","2B",7,-0.0212383900928794,0
"To","Ran.70.P016A","To_45","2B",14,-0.0212383900928794,1
"To","Ran.70.P016A","To_45","2B",28,-0.161238390092879,1
"To","Ran.70.P016A","To_45","2B",56,-0.201238390092879,1
"To","Ran.70.P016A","To_45","2B",112,-0.081238390092879,1
"To","Ran.70.P028A","To_46","3",3.5,-0.0512383900928792,0
"To","Ran.70.P028A","To_46","3",7,-0.0412383900928795,0
"To","Ran.70.P028A","To_46","3",14,-0.0712383900928793,0
"To","Ran.70.P028A","To_46","3",28,-0.00123839009287942,1
"To","Ran.70.P028A","To_46","3",56,-0.0912383900928793,1
"To","Ran.70.P028A","To_46","3",112,0.0287616099071208,1
"To","Ran.70.P023A","To_47","3",3.5,0.148761609907121,0
"To","Ran.70.P023A","To_47","3",7,0.158761609907121,0
"To","Ran.70.P023A","To_47","3",14,0.0787616099071207,0
"To","Ran.70.P023A","To_47","3",28,0.178761609907121,0
"To","Ran.70.P023A","To_47","3",56,0.158761609907121,1
"To","Ran.70.P023A","To_47","3",112,0.198761609907121,1
"To","Ran.70.4041A","To_48","3",3.5,0.0587616099071206,0
"To","Ran.70.4041A","To_48","3",7,0.00876160990712081,0
"To","Ran.70.4041A","To_48","3",14,0.0587616099071206,1
"To","Ran.70.4041A","To_48","3",28,-0.0512383900928792,1
"To","Ran.70.4041A","To_48","3",56,0.118761609907121,1
"To","Ran.70.4041A","To_48","3",112,0.00876160990712081,1
"To","Ran.70.P022B","To_49","3",3.5,0.178761609907121,0
"To","Ran.70.P022B","To_49","3",7,0.0287616099071208,0
"To","Ran.70.P022B","To_49","3",14,0.0887616099071209,1
"To","Ran.70.P022B","To_49","3",28,0.0487616099071208,0
"To","Ran.70.P022B","To_49","3",56,0.118761609907121,1
"To","Ran.70.P022B","To_49","3",112,0.158761609907121,1
"To","Ran.70.P026B","To_50","3",3.5,0.0887616099071209,0
"To","Ran.70.P026B","To_50","3",7,0.108761609907121,0
"To","Ran.70.P026B","To_50","3",14,0.118761609907121,0
"To","Ran.70.P026B","To_50","3",28,0.108761609907121,1
"To","Ran.70.P026B","To_50","3",56,-0.00123839009287942,1
"To","Ran.70.P026B","To_50","3",112,0.0387616099071206,1
"To","Ran.70.4034A","To_51","3",3.5,-0.151238390092879,0
"To","Ran.70.4034A","To_51","3",7,-0.121238390092879,0
"To","Ran.70.4034A","To_51","3",14,-0.061238390092879,1
"To","Ran.70.4034A","To_51","3",28,-0.111238390092879,1
"To","Ran.70.4034A","To_51","3",56,-0.201238390092879,1
"To","Ran.70.4034A","To_51","3",112,-0.191238390092879,1
"To","Ran.70.P016A","To_52","4",3.5,-0.0312383900928792,0
"To","Ran.70.P016A","To_52","4",7,0.0487616099071208,0
"To","Ran.70.P016A","To_52","4",14,0.0587616099071206,1
"To","Ran.70.P016A","To_52","4",28,-0.101238390092879,0
"To","Ran.70.P016A","To_52","4",56,0.138761609907121,0
"To","Ran.70.P016A","To_52","4",112,0.0487616099071208,0
"To","Ran.70.P041B","To_53","4",3.5,-0.0512383900928792,0
"To","Ran.70.P041B","To_53","4",7,-0.081238390092879,0
"To","Ran.70.P041B","To_53","4",14,-0.121238390092879,0
"To","Ran.70.P041B","To_53","4",28,-0.211238390092879,0
"To","Ran.70.P041B","To_53","4",56,-0.191238390092879,1
"To","Ran.70.P041B","To_53","4",112,-0.181238390092879,1
"To","Ran.70.P038B","To_54","4",3.5,-0.081238390092879,0
"To","Ran.70.P038B","To_54","4",7,-0.301238390092879,0
"To","Ran.70.P038B","To_54","4",14,-0.0512383900928792,0
"To","Ran.70.P038B","To_54","4",28,-0.111238390092879,0
"To","Ran.70.P038B","To_54","4",56,-0.201238390092879,0
"To","Ran.70.P038B","To_54","4",112,-0.101238390092879,1
