"Eufriesea_atlantica","Eufriesea_auriceps","Eufriesea_dentilabris","Eufriesea_mussitans","Eufriesea_ornata","Eufriesea_smaragdina","Eufriesea_surinamensis","Eufriesea_violacea","Euglossa_adiastola","Euglossa_amazonica","Euglossa_analis","Euglossa_annectans","Euglossa_aratingae","Euglossa_augaspis","Euglossa_augaspula","Euglossa_avicula","Euglossa_bembei","Euglossa_calycina","Euglossa_carolina","Euglossa_chalybeata","Euglossa_clausi","Euglossa_cognata","Euglossa_cordata","Euglossa_crassipunctata","Euglossa_cyanochlora","Euglossa_cybelia","Euglossa_despecta","Euglossa_fimbriata","Euglossa_gaianii","Euglossa_hemichlora","Euglossa_ignita","Euglossa_imperialis","Euglossa_iopoecila","Euglossa_ioprosopa","Euglossa_leucotricha","Euglossa_liopoda","Euglossa_marianae","Euglossa_melanotricha","Euglossa_milenae","Euglossa_mixta","Euglossa_monnei","Euglossa_pepei","Euglossa_perpulchra","Euglossa_pleosticta","Euglossa_roderici","Euglossa_roubiki","Euglossa_sapphirina","Euglossa_securigera","Euglossa_stellfeldi","Euglossa_townsendi","Euglossa_truncata","Euglossa_viridis","Eulaema_atleticana","Eulaema_bombiformis","Eulaema_cingulata","Eulaema_flavescens","Eulaema_marcii","Eulaema_nigrita","Eulaema_niveofasciata","Exaerete_frontalis","Exaerete_smaragdina"
0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,1,53,0,7,0,0,0,3,0,29,0,0,0,94,22,0,0,0,1,9,0,0,0,1,0,0,1,0,20,0,1,0,0,0,0,17,0,0,0,3,26,9,0,0
0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,16,0,2,0,0,0,1,0,26,0,0,0,79,22,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,11,0,0,0,1,17,7,1,0
0,0,0,0,0,0,0,0,21,1,0,0,1,0,0,0,0,6,154,0,4,0,0,0,0,0,10,0,0,1,250,18,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,72,0,0,0,7,17,5,1,2
2,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,7,2,16,0,30,2,0,0,2,0,2,1,0,0,55,25,0,0,0,0,0,0,0,0,1,0,0,0,0,43,0,2,0,0,0,1,4,0,0,0,29,39,0,0,0
6,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,9,18,17,0,32,0,0,0,0,0,0,0,0,0,49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,2,2,0,0,0,3,0,0,0,67,145,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,21,8,0,75,0,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0
0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,1
0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,0,9,10,37,0,2,0,0,0,0,0,4,0,0,0,5,64,0,0,0,0,0,0,0,0,0,0,6,0,0,17,0,7,0,0,0,1,13,0,0,0,127,113,1,0,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,174,0,2,0,0,0,0,0,2,0,0,0,6,9,0,0,0,0,0,0,3,0,0,0,13,0,0,3,0,4,0,0,0,0,11,0,0,0,99,71,3,1,3
0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1,143,0,10,0,0,0,0,0,16,0,0,0,3,4,0,0,0,0,10,0,16,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,38,19,1,2,0
0,0,0,0,0,0,0,0,9,86,0,0,2,0,0,0,0,6,191,0,46,0,0,0,0,0,35,0,0,1,37,31,0,0,0,0,66,0,26,0,1,0,0,2,0,0,0,11,0,0,0,0,6,0,0,0,119,50,1,5,2
0,0,0,0,0,0,0,0,2,59,0,0,1,0,0,0,0,6,109,0,27,0,0,0,0,0,14,0,0,1,10,34,0,0,0,0,56,0,5,0,2,0,1,0,0,7,0,5,0,0,0,0,1,0,0,0,162,45,3,2,0
0,0,0,0,0,0,0,0,1,47,0,0,0,0,0,0,5,21,62,0,51,0,0,0,0,0,61,0,0,1,14,84,0,0,0,0,50,0,54,0,3,2,0,1,0,46,0,8,0,0,0,0,0,0,0,0,132,65,1,1,1
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,62,0,7,0,0,0,0,0,1,0,0,0,1,29,0,0,0,0,4,0,20,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,23,2,3,1,1
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,31,38,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150,0,0,1
0,19,1,0,0,0,0,19,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,179,0,0,0,0,0,27,307,0,0,8
0,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,43,0,0,0,16,0,0,1,0,0,10,0,0,0,0,0,260,0,0,0,0,26,0,14,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,21,0,0,0,0,0,5,0,0,0,0,0,132,0,0,0,0,39,0,15,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,0,0,0,0,1,6,0,0,0,0,0,0,100,0,0,0
0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,1,8,15,0,39,0,67,1,1,0,0,0,0,0,0,0,0,15,0,0,51,18,0,0,1,0,0,0,251,0,0,165,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,33,4,0,0,0,0,0,0,43,0,0,42,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,4,0,0,0,2,4,1,0,0,0,0,0,0,0,0,23,0,0,72,10,0,0,0,0,0,0,69,0,0,22,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,51,5,0,0,0,0,0,0,56,0,0,34,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,30,2,0,0,0,0,0,0,45,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,64,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,168,0,0,0,8,0,0,1,0,0,88,0,0,0,0,0,3,0,0,0,32,157,0,101,0,0,0,0,0,0,236,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,4,0,0,4,0,0,48,0,0,0,0,0,1,0,0,0,20,62,0,43,0,0,0,0,0,1,151,0,0,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,2,0,0,0,0,0,30,0,0,0,0,0,2,0,0,0,7,96,0,53,0,0,0,0,0,2,181,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,121,0,0,0,4,0,0,0,0,0,73,0,0,0,0,0,1,0,0,0,12,82,0,54,0,0,0,0,0,2,152,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,11
0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,119,0,0,0,0,7,8,0,10,4,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,6,0,421,0,0,101,10,0,4
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,102,0,0,0,0,12,5,0,19,15,23,0,0,0,2,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,3,0,161,0,0,28,8,0,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,8,7,0,14,13,8,0,0,0,11,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,153,0,0,22,4,2,5
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,6,113,0,0,0,0,11,13,0,20,13,19,0,0,0,5,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,2,0,198,0,0,30,4,1,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,105,0,0,0,0,16,10,0,6,13,27,0,2,0,12,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,2,0,92,0,0,12,5,0,8
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,12,0,0,0,0,1,0,48,0,0,120,0,0,2
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,171,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,213,0,0,0,0,0,0,306,0,0,242,0,0,2
0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,1,0,0,0,1,0,20,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,1,0,0,0,170,0,0,63,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,0,0,67,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,76,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,26,0,0,49,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,55,0,0,60,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,26,0,0,82,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,25,0,0,62,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,22,0,0,32,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,18,0,0,30,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,23,0,0,44,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,5,0,0,0,6,4,1,19,0,0,1,0,0,0,0,0,14,1,0,0,12,2,0,4,13,0,0,1,0,0,31,0,0,0
0,0,0,0,0,1,1,2,0,0,2,1,0,0,0,0,0,0,0,0,2,0,76,12,0,0,0,10,0,0,2,92,81,6,5,0,0,1,0,0,0,0,0,70,44,0,56,10,0,2,7,77,0,0,9,0,0,19,0,0,1
0,0,0,0,0,0,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1054,0,0,6
0,0,0,0,0,0,0,9,0,0,0,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,8
0,0,0,0,0,0,0,70,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,3
0,0,0,0,0,0,0,488,0,0,0,202,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,74,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,474,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,151,0,0,0,11,0,0,0,54,0,0,0,0,6,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,0,31,0,10,0,0,14,4,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,287,0,0,0,32,0,0,0,102,79,4,0,0,8,12,0,63,0,0,1,0,0,0,0,0,2,0,0,0,0,99,0,32,0,0,24,13,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6,0,52,0,0,0,5,0,0,0,93,27,4,0,0,3,11,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,31,0,0,32,25,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,23,0,85,0,0,0,18,0,0,0,55,35,20,2,0,2,3,0,71,0,0,1,0,0,0,0,0,9,0,0,0,0,55,0,25,0,0,62,9,0,0
0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,66,0,0,0,0,0,0,97,0,0,128,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,60,0,0,94,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,44,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,36,0,0,0
0,0,12,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,3,0,0,0,0,214,8,0,0,0,0,0,0,0,0,0,4,0,0,199,0,33,3,23,0,0,0,33,0,0,15,0,0,3
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,61,0,1,7,5,0,0,0,0,0,107,0,0,0,0,0,1
0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,49,0,7,0,0,0,25,0,0,12,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,22,0,0,0,0,0,20,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,2,0,0,0,22,0,0,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,28,0,0,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,129,0,0,0,5,0,0,1,0,0,64,0,0,0,0,0,1,0,0,0,20,0,1,73,0,0,0,0,0,0,148,0,0,4
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,47,0,0,10,0,0,0,1,0,0,159,0,0,6
0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,23,0,0,19,0,0,0,5,0,0,212,0,0,25
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,27,0,6,12,0,0,0,0,0,0,89,0,0,1
0,0,0,0,3,27,5,0,0,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,162,0,0,84,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,82,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,529,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,21,8,0,75,0,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,64,0,0,1
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,71,0,0,0,372,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,55,0,0,0,127,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,47,0,0,0,115,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0
0,0,6,0,0,0,0,8,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,2,0,0,0
0,0,2,1,0,0,0,218,0,0,0,31,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,3,0,0,5,0,0,0
0,0,7,1,0,0,0,209,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,4,0,0,3,0,0,0
0,0,3,0,0,0,0,64,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,1,0,0,0
0,0,0,0,0,0,0,23,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
