sex	date	hornL	hornR	season	month	day	yr	daynr	age	cohort	mass	density
M	17/12/1995	210	215	1995	12	17	1995	351	5	1990	26.0000	low
F	09/01/1996	150	153	1995	1	9	1996	374	1	1994	16.5000	low
M	30/01/1996	222	225	1995	1	30	1996	395	10	1985	13.0000	low
F	30/01/1996	196	196	1995	1	30	1996	395	4	1991	18.2708	low
F	02/02/1996	165	165	1995	2	2	1996	398	3	1992	23.0000	low
F	02/02/1996	180	185	1995	2	2	1996	398	3	1992	24.2565	low
F	09/02/1996	185	180	1995	2	9	1996	405	7	1988	24.5000	low
F	09/02/1996	160	160	1995	2	9	1996	405	2	1993	22.5000	low
F	15/02/1996	190	185	1995	2	15	1996	411	6	1989	21.0319	low
F	16/02/1996	205	205	1995	2	16	1996	412	18	1977	20.0000	low
M	22/02/1996	261	261	1995	2	22	1996	418	13	1982	23.0489	low
M	23/02/1996	241	240	1995	2	23	1996	419	10	1985	25.5000	low
F	26/02/1996	210	210	1995	2	26	1996	422	5	1990	22.0000	low
F	27/02/1996	152	152	1995	2	27	1996	423	1	1994	15.6789	low
M	08/09/1996	220	215	1996	9	8	1996	251	6	1990	29.3296	low
M	08/09/1996	240	240	1996	9	8	1996	251	5	1991	32.0000	low
M	08/09/1996	230	230	1996	9	8	1996	251	5	1991	34.9723	low
M	08/09/1996	172	170	1996	9	8	1996	251	4	1992	22.8742	low
F	08/09/1996	190	190	1996	9	8	1996	251	4	1992	24.7174	low
F	08/09/1996	145	145	1996	9	8	1996	251	2	1994	19.0000	low
M	08/09/1996	186	186	1996	9	8	1996	251	2	1994	23.0000	low
M	08/09/1996	155	155	1996	9	8	1996	251	1	1995	18.0000	low
M	08/09/1996	155	155	1996	9	8	1996	251	1	1995	16.0000	low
F	08/09/1996	125	120	1996	9	8	1996	251	1	1995	22.8742	low
M	08/09/1996	160	165	1996	9	8	1996	251	1	1995	18.2708	low
M	11/09/1996	211	208	1996	9	11	1996	254	5	1991	27.4840	low
M	11/09/1996	210	205	1996	9	11	1996	254	4	1992	26.5616	low
M	11/09/1996	242	251	1996	9	11	1996	254	4	1992	31.5000	low
M	11/09/1996	225	220	1996	9	11	1996	254	2	1994	26.0000	low
F	11/09/1996	140	140	1996	9	11	1996	254	1	1995	13.4848	low
M	12/09/1996	230	230	1996	9	12	1996	255	8	1988	31.1759	low
M	12/09/1996	208	210	1996	9	12	1996	255	5	1991	33.0000	low
M	12/09/1996	200	195	1996	9	12	1996	255	2	1994	22.4135	low
F	14/09/1996	210	210	1996	9	14	1996	257	6	1990	26.5616	low
M	14/09/1996	220	191	1996	9	14	1996	257	6	1990	30.0000	low
F	14/09/1996	220	220	1996	9	14	1996	257	4	1992	24.0000	low
M	14/09/1996	203	198	1996	9	14	1996	257	3	1993	26.0000	low
M	14/09/1996	190	190	1996	9	14	1996	257	2	1994	28.7758	low
M	14/09/1996	150	150	1996	9	14	1996	257	1	1995	18.0000	low
M	14/09/1996	165	165	1996	9	14	1996	257	1	1995	21.0319	low
F	15/09/1996	178	175	1996	9	15	1996	258	5	1991	20.1113	low
M	15/09/1996	180	180	1996	9	15	1996	258	1	1995	24.0000	low
M	15/09/1996	176	170	1996	9	15	1996	258	1	1995	17.8108	low
M	17/09/1996	150	150	1996	9	17	1996	260	1	1995	16.0000	low
M	18/09/1996	215	215	1996	9	18	1996	261	7	1989	33.0230	low
M	18/09/1996	220	220	1996	9	18	1996	261	5	1991	41.3432	low
M	18/09/1996	140	130	1996	9	18	1996	261	1	1995	12.7576	low
M	19/09/1996	265	265	1996	9	19	1996	262	7	1989	26.5616	low
F	19/09/1996	109	107	1996	9	19	1996	262	1	1995	15.5125	low
F	20/09/1996	195	195	1996	9	20	1996	263	11	1985	23.0000	low
F	20/09/1996	190	185	1996	9	20	1996	263	10	1986	17.0000	low
M	21/09/1996	200	200	1996	9	21	1996	264	4	1992	30.2526	low
M	21/09/1996	215	215	1996	9	21	1996	264	2	1994	22.8742	low
M	21/09/1996	147	150	1996	9	21	1996	264	1	1995	19.1909	low
F	21/09/1996	164	166	1996	9	21	1996	264	1	1995	22.0000	low
M	22/09/1996	180	180	1996	9	22	1996	265	1	1995	16.4316	low
F	24/09/1996	130	130	1996	9	24	1996	267	1	1995	18.0000	low
M	25/09/1996	206	205	1996	9	25	1996	268	2	1994	23.7957	low
M	25/09/1996	180	180	1996	9	25	1996	268	1	1995	23.0000	low
M	26/09/1996	185	180	1996	9	26	1996	269	2	1994	21.0319	low
F	27/09/1996	60	130	1996	9	27	1996	270	1	1995	20.0000	low
M	28/09/1996	105	100	1996	9	28	1996	271	14	1982	11.0000	low
M	28/09/1996	220	224	1996	9	28	1996	271	10	1986	35.0000	low
M	28/09/1996	230	230	1996	9	28	1996	271	5	1991	26.0000	low
M	28/09/1996	205	210	1996	9	28	1996	271	5	1991	29.3296	low
M	29/09/1996	210	210	1996	9	29	1996	272	10	1986	24.0000	low
F	29/09/1996	194	195	1996	9	29	1996	272	9	1987	25.0000	low
F	29/09/1996	205	200	1996	9	29	1996	272	6	1990	24.7174	low
M	29/09/1996	165	165	1996	9	29	1996	272	1	1995	16.0000	low
F	01/10/1996	214	205	1996	10	1	1996	274	12	1984	19.1909	low
F	01/10/1996	190	190	1996	10	1	1996	274	6	1990	23.7957	low
M	01/10/1996	188	190	1996	10	1	1996	274	1	1995	18.0000	low
M	02/10/1996	224	222	1996	10	2	1996	275	10	1986	27.4840	low
F	02/10/1996	189	189	1996	10	2	1996	275	3	1993	23.7957	low
M	06/10/1996	238	238	1996	10	6	1996	279	4	1992	32.0000	low
M	09/10/1996	210	205	1996	10	9	1996	282	4	1992	30.0000	low
M	09/10/1996	210	200	1996	10	9	1996	282	3	1993	26.0000	low
M	10/10/1996	215	215	1996	10	10	1996	283	4	1992	32.0993	low
M	10/10/1996	210	205	1996	10	10	1996	283	2	1994	26.5616	low
F	10/10/1996	130	130	1996	10	10	1996	283	1	1995	17.0000	low
M	10/10/1996	73	75	1996	10	10	1996	283	1	1995	22.0000	low
F	11/10/1996	42	42	1996	10	11	1996	284	0	1996	13.6755	low
F	12/10/1996	230	225	1996	10	12	1996	285	7	1989	25.0000	low
M	12/10/1996	160	160	1996	10	12	1996	285	1	1995	20.0000	low
M	12/10/1996	180	175	1996	10	12	1996	285	1	1995	17.0000	low
F	13/10/1996	200	210	1996	10	13	1996	286	4	1992	20.1113	low
M	13/10/1996	217	212	1996	10	13	1996	286	3	1993	24.5315	low
M	13/10/1996	190	190	1996	10	13	1996	286	1	1995	21.0000	low
F	15/10/1996	210	210	1996	10	15	1996	288	14	1982	22.8742	low
F	15/10/1996	226	226	1996	10	15	1996	288	14	1982	24.0000	low
F	15/10/1996	185	185	1996	10	15	1996	288	13	1983	23.0000	low
M	15/10/1996	162	160	1996	10	15	1996	288	1	1995	17.0000	low
M	16/10/1996	142	142	1996	10	16	1996	289	1	1995	14.2152	low
M	17/10/1996	210	215	1996	10	17	1996	290	8	1988	30.7142	low
M	17/10/1996	207	211	1996	10	17	1996	290	6	1990	24.0000	low
F	17/10/1996	180	170	1996	10	17	1996	290	5	1991	21.0319	low
M	17/10/1996	215	215	1996	10	17	1996	290	5	1991	24.7174	low
F	17/10/1996	215	215	1996	10	17	1996	290	5	1991	24.7174	low
M	20/10/1996	242	244	1996	10	20	1996	293	6	1990	25.6394	low
M	20/10/1996	225	230	1996	10	20	1996	293	4	1992	34.0000	low
M	20/10/1996	170	165	1996	10	20	1996	293	2	1994	19.1909	low
F	20/10/1996	30	30	1996	10	20	1996	293	0	1996	14.1346	low
F	22/10/1996	235	224	1996	10	22	1996	295	13	1983	23.7957	low
F	22/10/1996	188	187	1996	10	22	1996	295	8	1988	16.8912	low
F	22/10/1996	120	115	1996	10	22	1996	295	1	1995	17.0000	low
F	23/10/1996	124	126	1996	10	23	1996	296	1	1995	22.0000	low
M	24/10/1996	190	195	1996	10	24	1996	297	1	1995	19.5000	low
F	25/10/1996	203	206	1996	10	25	1996	298	11	1985	23.0000	low
F	26/10/1996	195	190	1996	10	26	1996	299	4	1992	23.0000	low
M	26/10/1996	190	190	1996	10	26	1996	299	1	1995	18.2708	low
F	26/10/1996	140	140	1996	10	26	1996	299	1	1995	23.0000	low
M	26/10/1996	170	170	1996	10	26	1996	299	1	1995	19.0000	low
M	27/10/1996	205	200	1996	10	27	1996	300	2	1994	23.7957	low
M	27/10/1996	180	180	1996	10	27	1996	300	1	1995	19.0000	low
F	27/10/1996	135	135	1996	10	27	1996	300	1	1995	16.5000	low
M	27/10/1996	115	110	1996	10	27	1996	300	1	1995	12.7576	low
M	27/10/1996	60	60	1996	10	27	1996	300	0	1996	11.8402	low
M	27/10/1996	64	66	1996	10	27	1996	300	0	1996	13.0000	low
F	29/10/1996	220	222	1996	10	29	1996	302	10	1986	20.8299	low
M	30/10/1996	205	195	1996	10	30	1996	303	4	1992	27.0000	low
F	30/10/1996	160	160	1996	10	30	1996	303	1	1995	20.1113	low
M	01/11/1996	240	248	1996	11	1	1996	305	2	1994	30.7142	low
M	02/11/1996	215	215	1996	11	2	1996	306	8	1988	24.7174	low
M	02/11/1996	165	170	1996	11	2	1996	306	2	1994	25.6394	low
F	03/11/1996	208	205	1996	11	3	1996	307	6	1990	24.2565	low
M	03/11/1996	240	240	1996	11	3	1996	307	6	1990	33.0000	low
F	03/11/1996	180	180	1996	11	3	1996	307	4	1992	20.1113	low
M	03/11/1996	210	210	1996	11	3	1996	307	4	1992	25.0000	low
M	07/11/1996	220	220	1996	11	7	1996	311	5	1991	21.0319	low
F	07/11/1996	195	195	1996	11	7	1996	311	3	1993	24.0000	low
F	09/11/1996	217	217	1996	11	9	1996	313	9	1987	24.0000	low
F	09/11/1996	190	185	1996	11	9	1996	313	6	1990	22.0000	low
F	09/11/1996	202	200	1996	11	9	1996	313	5	1991	23.0000	low
M	09/11/1996	219	226	1996	11	9	1996	313	4	1992	24.0000	low
M	09/11/1996	165	165	1996	11	9	1996	313	2	1994	23.0000	low
F	09/11/1996	140	150	1996	11	9	1996	313	1	1995	21.0319	low
M	09/11/1996	180	180	1996	11	9	1996	313	1	1995	20.0000	low
M	10/11/1996	255	255	1996	11	10	1996	314	6	1990	29.0000	low
F	10/11/1996	195	200	1996	11	10	1996	314	5	1991	21.5000	low
F	10/11/1996	125	130	1996	11	10	1996	314	1	1995	21.0319	low
M	11/11/1996	230	230	1996	11	11	1996	315	5	1991	32.0000	low
M	11/11/1996	165	165	1996	11	11	1996	315	1	1995	26.0000	low
F	11/11/1996	160	160	1996	11	11	1996	315	1	1995	24.0000	low
M	11/11/1996	160	160	1996	11	11	1996	315	1	1995	19.1909	low
F	11/11/1996	89	90	1996	11	11	1996	315	1	1995	23.0489	low
M	19/11/1996	210	210	1996	11	19	1996	323	4	1992	31.0000	low
F	24/11/1996	190	190	1996	11	24	1996	328	4	1992	21.0319	low
F	08/12/1996	210	200	1996	12	8	1996	342	10	1986	26.0000	low
M	30/12/1996	215	215	1996	12	30	1996	364	7	1989	27.0000	low
M	14/09/1997	190	190	1997	9	14	1997	257	6	1991	17.8816	low
M	14/09/1997	212	210	1997	9	14	1997	257	5	1992	29.5000	low
M	14/09/1997	220	220	1997	9	14	1997	257	4	1993	25.0000	low
M	14/09/1997	160	160	1997	9	14	1997	257	2	1995	18.2708	low
M	14/09/1997	252	251	1997	9	14	1997	257	2	1995	26.0000	low
M	14/09/1997	144	144	1997	9	14	1997	257	1	1996	25.0000	low
M	16/09/1997	164	167	1997	9	16	1997	259	1	1996	18.7308	low
F	16/09/1997	112	113	1997	9	16	1997	259	1	1996	14.5938	low
F	17/09/1997	215	210	1997	9	17	1997	260	15	1982	21.0000	low
F	17/09/1997	220	220	1997	9	17	1997	260	8	1989	24.7174	low
M	17/09/1997	240	240	1997	9	17	1997	260	5	1992	27.0000	low
M	17/09/1997	245	250	1997	9	17	1997	260	3	1994	27.4840	low
M	17/09/1997	245	240	1997	9	17	1997	260	3	1994	30.5000	low
F	17/09/1997	150	150	1997	9	17	1997	260	1	1996	22.0000	low
M	17/09/1997	170	170	1997	9	17	1997	260	1	1996	17.0000	low
M	17/09/1997	170	170	1997	9	17	1997	260	1	1996	19.1909	low
F	17/09/1997	125	125	1997	9	17	1997	260	1	1996	17.0000	low
M	17/09/1997	177	180	1997	9	17	1997	260	1	1996	20.0000	low
M	18/09/1997	220	220	1997	9	18	1997	261	10	1987	32.0993	low
M	18/09/1997	235	235	1997	9	18	1997	261	9	1988	39.0000	low
M	18/09/1997	220	220	1997	9	18	1997	261	6	1991	29.3296	low
M	18/09/1997	240	235	1997	9	18	1997	261	5	1992	36.7193	low
M	18/09/1997	221	220	1997	9	18	1997	261	4	1993	35.3328	low
M	18/09/1997	190	197	1997	9	18	1997	261	4	1993	25.1784	low
M	18/09/1997	170	175	1997	9	18	1997	261	1	1996	19.0000	low
F	18/09/1997	88	90	1997	9	18	1997	261	1	1996	12.5000	low
M	20/09/1997	220	220	1997	9	20	1997	263	4	1993	27.4840	low
M	20/09/1997	145	145	1997	9	20	1997	263	4	1993	32.5000	low
M	20/09/1997	190	185	1997	9	20	1997	263	3	1994	27.4840	low
M	20/09/1997	145	147	1997	9	20	1997	263	1	1996	21.9529	low
M	21/09/1997	220	220	1997	9	21	1997	264	7	1990	32.0000	low
M	21/09/1997	210	215	1997	9	21	1997	264	5	1992	29.3296	low
M	21/09/1997	240	240	1997	9	21	1997	264	4	1993	32.0000	low
M	21/09/1997	130	130	1997	9	21	1997	264	2	1995	21.5000	low
F	22/09/1997	225	220	1997	9	22	1997	265	10	1987	24.0000	low
F	22/09/1997	170	170	1997	9	22	1997	265	6	1991	25.0000	low
M	22/09/1997	200	200	1997	9	22	1997	265	6	1991	32.0993	low
F	22/09/1997	201	197	1997	9	22	1997	265	6	1991	23.0000	low
M	24/09/1997	220	220	1997	9	24	1997	267	2	1995	29.0000	low
F	24/09/1997	180	180	1997	9	24	1997	267	1	1996	19.0000	low
F	24/09/1997	130	130	1997	9	24	1997	267	1	1996	17.8108	low
F	24/09/1997	122	120	1997	9	24	1997	267	1	1996	16.5000	low
M	25/09/1997	220	220	1997	9	25	1997	268	6	1991	28.4067	low
F	25/09/1997	220	215	1997	9	25	1997	268	6	1991	24.5000	low
M	25/09/1997	240	240	1997	9	25	1997	268	3	1994	32.0000	low
M	26/09/1997	216	218	1997	9	26	1997	269	4	1993	31.1759	low
M	26/09/1997	160	160	1997	9	26	1997	269	1	1996	16.4316	low
F	27/09/1997	200	200	1997	9	27	1997	270	4	1993	23.0000	low
M	27/09/1997	230	230	1997	9	27	1997	270	4	1993	30.0000	low
M	27/09/1997	168	165	1997	9	27	1997	270	1	1996	20.0000	low
M	27/09/1997	34	35	1997	9	27	1997	270	0	1997	9.5000	low
M	28/09/1997	240	240	1997	9	28	1997	271	10	1987	33.0000	low
M	28/09/1997	220	220	1997	9	28	1997	271	6	1991	29.0000	low
M	28/09/1997	230	230	1997	9	28	1997	271	4	1993	28.4067	low
F	28/09/1997	160	162	1997	9	28	1997	271	2	1995	22.8742	low
F	29/09/1997	180	180	1997	9	29	1997	272	10	1987	25.0000	low
F	29/09/1997	130	130	1997	9	29	1997	272	3	1994	19.1909	low
M	29/09/1997	225	225	1997	9	29	1997	272	3	1994	32.0993	low
M	01/10/1997	210	210	1997	10	1	1997	274	3	1994	31.5000	low
M	01/10/1997	165	160	1997	10	1	1997	274	1	1996	16.0000	low
F	01/10/1997	135	140	1997	10	1	1997	274	1	1996	15.0000	low
M	01/10/1997	148	147	1997	10	1	1997	274	1	1996	18.7308	low
M	02/10/1997	210	210	1997	10	2	1997	275	4	1993	31.1759	low
M	04/10/1997	232	238	1997	10	4	1997	277	6	1991	34.8708	low
M	04/10/1997	212	202	1997	10	4	1997	277	4	1993	25.6394	low
M	04/10/1997	216	220	1997	10	4	1997	277	3	1994	34.8708	low
M	04/10/1997	180	185	1997	10	4	1997	277	1	1996	29.0000	low
M	04/10/1997	177	178	1997	10	4	1997	277	1	1996	14.2152	low
F	04/10/1997	130	135	1997	10	4	1997	277	1	1996	15.0000	low
F	05/10/1997	190	200	1997	10	5	1997	278	15	1982	21.0319	low
M	05/10/1997	215	220	1997	10	5	1997	278	6	1991	26.5616	low
M	05/10/1997	126	215	1997	10	5	1997	278	6	1991	32.0993	low
M	05/10/1997	240	235	1997	10	5	1997	278	5	1992	32.0993	low
M	05/10/1997	170	170	1997	10	5	1997	278	1	1996	23.7957	low
M	06/10/1997	155	155	1997	10	6	1997	279	1	1996	16.4316	low
F	06/10/1997	130	140	1997	10	6	1997	279	1	1996	19.0000	low
F	08/10/1997	254	255	1997	10	8	1997	281	8	1989	33.9468	low
F	08/10/1997	205	211	1997	10	8	1997	281	7	1990	24.5000	low
F	08/10/1997	179	175	1997	10	8	1997	281	3	1994	25.0000	low
M	08/10/1997	192	193	1997	10	8	1997	281	3	1994	21.5000	low
F	08/10/1997	195	188	1997	10	8	1997	281	2	1995	22.0000	low
F	08/10/1997	153	152	1997	10	8	1997	281	1	1996	20.1113	low
M	08/10/1997	160	159	1997	10	8	1997	281	1	1996	15.0531	low
M	08/10/1997	145	145	1997	10	8	1997	281	1	1996	15.9720	low
M	08/10/1997	174	173	1997	10	8	1997	281	1	1996	19.0000	low
M	08/10/1997	174	173	1997	10	8	1997	281	1	1996	19.0000	low
F	09/10/1997	195	192	1997	10	9	1997	282	11	1986	19.6510	low
F	09/10/1997	223	220	1997	10	9	1997	282	8	1989	22.8742	low
F	09/10/1997	195	190	1997	10	9	1997	282	7	1990	22.4135	low
M	09/10/1997	215	220	1997	10	9	1997	282	3	1994	26.5000	low
F	09/10/1997	137	136	1997	10	9	1997	282	1	1996	20.0000	low
M	09/10/1997	192	190	1997	10	9	1997	282	1	1996	21.9529	low
M	09/10/1997	163	163	1997	10	9	1997	282	1	1996	19.5000	low
M	11/10/1997	120	125	1997	10	11	1997	284	1	1996	19.0000	low
M	11/10/1997	150	150	1997	10	11	1997	284	1	1996	17.3510	low
M	11/10/1997	185	187	1997	10	11	1997	284	1	1996	24.2565	low
M	12/10/1997	225	230	1997	10	12	1997	285	7	1990	31.9791	low
F	12/10/1997	140	138	1997	10	12	1997	285	1	1996	18.2708	low
F	13/10/1997	209	209	1997	10	13	1997	286	10	1987	21.0319	low
M	13/10/1997	208	218	1997	10	13	1997	286	4	1993	32.0000	low
M	14/10/1997	212	213	1997	10	14	1997	287	4	1993	34.0000	low
M	14/10/1997	219	219	1997	10	14	1997	287	2	1995	25.1784	low
M	14/10/1997	164	168	1997	10	14	1997	287	1	1996	19.5000	low
F	15/10/1997	200	195	1997	10	15	1997	288	8	1989	23.7957	low
F	15/10/1997	190	190	1997	10	15	1997	288	5	1992	21.5000	low
M	15/10/1997	248	245	1997	10	15	1997	288	3	1994	25.0000	low
M	15/10/1997	205	205	1997	10	15	1997	288	3	1994	26.5616	low
M	15/10/1997	200	200	1997	10	15	1997	288	3	1994	21.0319	low
M	15/10/1997	160	160	1997	10	15	1997	288	1	1996	19.1909	low
F	18/10/1997	95	95	1997	10	18	1997	291	1	1996	18.0000	low
F	19/10/1997	210	210	1997	10	19	1997	292	14	1983	22.8742	low
F	19/10/1997	190	190	1997	10	19	1997	292	4	1993	24.7174	low
F	19/10/1997	130	135	1997	10	19	1997	292	1	1996	15.5125	low
F	21/10/1997	155	156	1997	10	21	1997	294	1	1996	21.0000	low
F	22/10/1997	189	190	1997	10	22	1997	295	7	1990	27.0000	low
F	22/10/1997	191	195	1997	10	22	1997	295	7	1990	22.8742	low
M	22/10/1997	200	200	1997	10	22	1997	295	5	1992	31.0000	low
M	22/10/1997	210	210	1997	10	22	1997	295	5	1992	25.7000	low
F	22/10/1997	185	185	1997	10	22	1997	295	5	1992	20.5716	low
M	22/10/1997	140	145	1997	10	22	1997	295	1	1996	20.0000	low
M	22/10/1997	164	164	1997	10	22	1997	295	1	1996	20.0000	low
M	22/10/1997	156	156	1997	10	22	1997	295	1	1996	19.0000	low
M	22/10/1997	152	152	1997	10	22	1997	295	1	1996	19.1909	low
M	23/10/1997	230	230	1997	10	23	1997	296	4	1993	25.0000	low
F	23/10/1997	120	124	1997	10	23	1997	296	1	1996	20.0000	low
M	25/10/1997	215	225	1997	10	25	1997	298	7	1990	28.0000	low
F	25/10/1997	205	205	1997	10	25	1997	298	5	1992	27.4840	low
M	25/10/1997	165	165	1997	10	25	1997	298	1	1996	17.5349	low
F	25/10/1997	142	140	1997	10	25	1997	298	1	1996	16.8912	low
M	26/10/1997	215	212	1997	10	26	1997	299	3	1994	30.2526	low
M	26/10/1997	170	165	1997	10	26	1997	299	1	1996	18.2708	low
M	26/10/1997	183	190	1997	10	26	1997	299	1	1996	18.2708	low
M	29/10/1997	210	210	1997	10	29	1997	302	7	1990	29.3296	low
M	29/10/1997	240	240	1997	10	29	1997	302	6	1991	33.0000	low
F	29/10/1997	195	200	1997	10	29	1997	302	5	1992	23.5000	low
F	30/10/1997	190	190	1997	10	30	1997	303	9	1988	20.0000	low
F	30/10/1997	220	220	1997	10	30	1997	303	7	1990	25.5000	low
M	30/10/1997	230	230	1997	10	30	1997	303	3	1994	24.5000	low
M	30/10/1997	210	210	1997	10	30	1997	303	2	1995	26.0000	low
F	30/10/1997	110	110	1997	10	30	1997	303	1	1996	15.5125	low
F	30/10/1997	110	110	1997	10	30	1997	303	1	1996	13.2165	low
F	30/10/1997	142	142	1997	10	30	1997	303	1	1996	20.1113	low
F	30/10/1997	150	150	1997	10	30	1997	303	1	1996	21.0000	low
F	30/10/1997	130	130	1997	10	30	1997	303	1	1996	21.0319	low
M	30/10/1997	50	50	1997	10	30	1997	303	0	1997	10.0000	low
M	01/11/1997	220	205	1997	11	1	1997	305	5	1992	26.5616	low
F	01/11/1997	165	165	1997	11	1	1997	305	4	1993	19.6510	low
M	01/11/1997	200	200	1997	11	1	1997	305	3	1994	28.0000	low
M	01/11/1997	200	205	1997	11	1	1997	305	2	1995	26.5616	low
F	01/11/1997	150	150	1997	11	1	1997	305	1	1996	18.5000	low
F	02/11/1997	200	205	1997	11	2	1997	306	11	1986	30.0000	low
M	02/11/1997	225	225	1997	11	2	1997	306	3	1994	27.4840	low
M	02/11/1997	121	119	1997	11	2	1997	306	1	1996	19.1909	low
M	03/11/1997	230	230	1997	11	3	1997	307	11	1986	27.0000	low
F	03/11/1997	210	202	1997	11	3	1997	307	7	1990	25.6394	low
F	03/11/1997	190	190	1997	11	3	1997	307	4	1993	24.7174	low
M	05/11/1997	225	225	1997	11	5	1997	309	5	1992	28.4067	low
M	05/11/1997	150	150	1997	11	5	1997	309	1	1996	20.0000	low
M	08/11/1997	235	235	1997	11	8	1997	312	4	1993	27.4840	low
F	08/11/1997	110	107	1997	11	8	1997	312	1	1996	15.5125	low
M	09/11/1997	230	230	1997	11	9	1997	313	7	1990	31.1759	low
M	09/11/1997	235	240	1997	11	9	1997	313	5	1992	28.4067	low
M	09/11/1997	220	220	1997	11	9	1997	313	4	1993	23.7957	low
M	09/11/1997	230	230	1997	11	9	1997	313	4	1993	28.4067	low
F	09/11/1997	109	107	1997	11	9	1997	313	1	1996	12.7576	low
F	09/11/1997	60	80	1997	11	9	1997	313	1	1996	20.0000	low
F	09/11/1997	162	168	1997	11	9	1997	313	1	1996	19.1909	low
F	11/11/1997	170	175	1997	11	11	1997	315	10	1987	21.7687	low
F	11/11/1997	215	220	1997	11	11	1997	315	7	1990	24.7174	low
F	11/11/1997	200	200	1997	11	11	1997	315	6	1991	23.7957	low
F	11/11/1997	205	205	1997	11	11	1997	315	5	1992	27.0000	low
M	11/11/1997	210	210	1997	11	11	1997	315	5	1992	30.0000	low
M	11/11/1997	210	205	1997	11	11	1997	315	4	1993	30.0000	low
F	11/11/1997	160	160	1997	11	11	1997	315	1	1996	16.4316	low
F	11/11/1997	104	107	1997	11	11	1997	315	1	1996	12.7576	low
M	11/11/1997	105	110	1997	11	11	1997	315	1	1996	21.9529	low
M	11/11/1997	180	180	1997	11	11	1997	315	1	1996	20.1113	low
M	11/11/1997	165	160	1997	11	11	1997	315	1	1996	21.9529	low
M	30/11/1997	240	245	1997	11	30	1997	334	3	1994	25.6394	low
M	04/12/1997	210	210	1997	12	4	1997	338	6	1991	27.4840	low
M	07/12/1997	225	235	1997	12	7	1997	341	8	1989	25.6394	low
F	09/12/1997	232	237	1997	12	9	1997	343	13	1984	21.5000	low
F	10/12/1997	215	210	1997	12	10	1997	344	10	1987	21.9529	low
F	10/12/1997	25	27	1997	12	10	1997	344	0	1997	9.0000	low
M	13/12/1997	160	170	1997	12	13	1997	347	1	1996	18.0000	low
F	13/12/1997	145	150	1997	12	13	1997	347	1	1996	17.5000	low
M	14/12/1997	190	190	1997	12	14	1997	348	6	1991	25.0000	low
M	14/12/1997	170	175	1997	12	14	1997	348	1	1996	16.4316	low
F	19/02/1998	180	180	1997	2	19	1998	415	7	1990	22.0000	low
F	24/02/1998	229	222	1997	2	24	1998	420	14	1983	18.0000	low
F	26/02/1998	223	224	1997	2	26	1998	422	4	1993	19.1909	low
F	26/02/1998	146	145	1997	2	26	1998	422	1	1996	18.0000	low
M	13/09/1998	194	198	1998	9	13	1998	256	4	1994	26.0000	low
M	13/09/1998	210	210	1998	9	13	1998	256	4	1994	31.5000	low
M	13/09/1998	205	200	1998	9	13	1998	256	3	1995	35.0000	low
F	13/09/1998	155	160	1998	9	13	1998	256	3	1995	21.9529	low
F	13/09/1998	132	130	1998	9	13	1998	256	1	1997	20.1113	low
M	13/09/1998	160	160	1998	9	13	1998	256	1	1997	20.1113	low
F	14/09/1998	193	190	1998	9	14	1998	257	10	1988	21.4000	low
M	15/09/1998	148	148	1998	9	15	1998	258	1	1997	15.2368	low
F	16/09/1998	180	178	1998	9	16	1998	259	8	1990	17.8000	low
M	16/09/1998	175	172	1998	9	16	1998	259	3	1995	23.0000	low
F	16/09/1998	180	175	1998	9	16	1998	259	3	1995	23.0000	low
F	16/09/1998	172	172	1998	9	16	1998	259	2	1996	16.4316	low
F	16/09/1998	148	150	1998	9	16	1998	259	1	1997	16.6000	low
F	16/09/1998	122	120	1998	9	16	1998	259	1	1997	18.4548	low
M	17/09/1998	240	240	1998	9	17	1998	260	8	1990	32.0000	low
M	17/09/1998	220	215	1998	9	17	1998	260	4	1994	33.0230	low
F	17/09/1998	180	175	1998	9	17	1998	260	2	1996	20.5000	low
F	17/09/1998	120	120	1998	9	17	1998	260	1	1997	15.0000	low
F	17/09/1998	130	125	1998	9	17	1998	260	1	1997	15.5125	low
F	17/09/1998	112	110	1998	9	17	1998	260	1	1997	15.9720	low
M	17/09/1998	150	150	1998	9	17	1998	260	1	1997	20.4000	low
M	19/09/1998	210	210	1998	9	19	1998	262	3	1995	20.1113	low
M	19/09/1998	210	205	1998	9	19	1998	262	2	1996	27.4840	low
M	19/09/1998	120	120	1998	9	19	1998	262	1	1997	15.0000	low
F	20/09/1998	200	190	1998	9	20	1998	263	10	1988	28.0000	low
F	20/09/1998	190	191	1998	9	20	1998	263	5	1993	21.5000	low
M	20/09/1998	205	205	1998	9	20	1998	263	3	1995	22.8742	low
F	20/09/1998	162	166	1998	9	20	1998	263	2	1996	25.0000	low
M	20/09/1998	160	151	1998	9	20	1998	263	1	1997	19.0000	low
M	20/09/1998	140	140	1998	9	20	1998	263	1	1997	15.0000	low
F	21/09/1998	202	203	1998	9	21	1998	264	9	1989	22.0000	low
M	21/09/1998	212	208	1998	9	21	1998	264	5	1993	29.0000	low
F	23/09/1998	206	210	1998	9	23	1998	266	8	1990	25.0000	low
M	23/09/1998	215	220	1998	9	23	1998	266	6	1992	29.6000	low
F	23/09/1998	168	168	1998	9	23	1998	266	4	1994	20.0000	low
F	23/09/1998	200	195	1998	9	23	1998	266	4	1994	28.0000	low
