sex	date	hornL	hornR	season	month	day	yr	daynr	age	cohort	mass	density
F	13/12/2008	193	192	2008	12	13	2008	347	4	2004	20.4607	high
F	14/12/2008	214	212	2008	12	14	2008	348	11	1997	29.0000	low
F	14/12/2008	207	180	2008	12	14	2008	348	7	2001	21.0000	high
M	14/12/2008	220	223	2008	12	14	2008	348	5	2003	20.2000	high
F	14/12/2008	129	131	2008	12	14	2008	348	1	2007	17.0000	high
F	20/12/2008	193	193	2008	12	20	2008	354	7	2001	18.2708	high
F	20/12/2008	208	210	2008	12	20	2008	354	6	2002	24.0000	high
M	20/12/2008	198	200	2008	12	20	2008	354	5	2003	21.0319	high
M	20/12/2008	212	213	2008	12	20	2008	354	3	2005	18.4000	high
M	20/12/2008	117	180	2008	12	20	2008	354	2	2006	18.5000	high
M	21/12/2008	135	135	2008	12	21	2008	355	1	2007	13.1000	high
M	24/12/2008	220	220	2008	12	24	2008	358	9	1999	24.7174	high
M	24/12/2008	223	223	2008	12	24	2008	358	6	2002	21.9529	high
F	24/12/2008	140	145	2008	12	24	2008	358	1	2007	14.1000	high
F	27/12/2008	183	192	2008	12	27	2008	361	6	2002	23.6000	high
M	27/12/2008	195	200	2008	12	27	2008	361	6	2002	23.0000	high
M	27/12/2008	138	138	2008	12	27	2008	361	1	2007	17.5000	high
M	28/12/2008	149	149	2008	12	28	2008	362	1	2007	15.0000	high
F	28/12/2008	38	38	2008	12	28	2008	362	0	2008	13.0000	high
F	01/01/2009	212	212	2008	1	1	2009	366	5	2003	22.1000	high
F	03/01/2009	195	192	2008	1	3	2009	368	5	2003	21.5689	high
M	08/01/2009	210	215	2008	1	8	2009	373	3	2005	17.0000	high
F	10/01/2009	210	210	2008	1	10	2009	375	15	1993	19.0000	low
F	10/01/2009	201	199	2008	1	10	2009	375	9	1999	18.1000	high
F	10/01/2009	188	191	2008	1	10	2009	375	8	2000	24.0000	high
M	10/01/2009	205	205	2008	1	10	2009	375	2	2006	20.7000	high
M	10/01/2009	225	220	2008	1	10	2009	375	2	2006	24.0000	high
F	10/01/2009	110	110	2008	1	10	2009	375	1	2007	13.7000	high
M	11/01/2009	212	212	2008	1	11	2009	376	5	2003	19.0000	high
M	11/01/2009	207	209	2008	1	11	2009	376	5	2003	24.0000	high
M	11/01/2009	207	209	2008	1	11	2009	376	5	2003	24.0000	high
M	11/01/2009	220	220	2008	1	11	2009	376	4	2004	24.0000	high
F	11/01/2009	170	170	2008	1	11	2009	376	3	2005	21.0000	high
M	11/01/2009	240	238	2008	1	11	2009	376	3	2005	21.0000	high
M	11/01/2009	117	117	2008	1	11	2009	376	1	2007	14.5000	high
F	11/01/2009	175	175	2008	1	11	2009	376	1	2007	15.8000	high
F	14/01/2009	120	121	2008	1	14	2009	379	1	2007	14.8000	high
M	15/01/2009	215	210	2008	1	15	2009	380	7	2001	19.0000	high
F	17/01/2009	195	195	2008	1	17	2009	382	8	2000	24.0000	high
F	17/01/2009	162	162	2008	1	17	2009	382	1	2007	15.1000	high
M	17/01/2009	150	145	2008	1	17	2009	382	1	2007	17.6000	high
F	18/01/2009	210	213	2008	1	18	2009	383	12	1996	24.5330	low
M	18/01/2009	210	210	2008	1	18	2009	383	3	2005	24.7000	high
M	18/01/2009	148	150	2008	1	18	2009	383	1	2007	15.0531	high
M	01/09/2009	186	185	2009	9	1	2009	244	2	2007	16.2000	high
F	01/09/2009	90	90	2009	9	1	2009	244	1	2008	14.2000	high
M	01/09/2009	146	140	2009	9	1	2009	244	1	2008	15.4000	high
F	01/09/2009	98	100	2009	9	1	2009	244	1	2008	13.4000	high
M	01/09/2009	30	30	2009	9	1	2009	244	0	2009	10.4000	high
M	01/09/2009	17	16	2009	9	1	2009	244	0	2009	9.4000	high
F	03/09/2009	176	180	2009	9	3	2009	246	5	2004	20.4000	high
F	03/09/2009	181	182	2009	9	3	2009	246	5	2004	19.2000	high
F	03/09/2009	203	203	2009	9	3	2009	246	5	2004	19.9000	high
M	03/09/2009	223	222	2009	9	3	2009	246	4	2005	19.5000	high
M	03/09/2009	210	207	2009	9	3	2009	246	2	2007	24.5000	high
F	03/09/2009	78	79	2009	9	3	2009	246	0	2009	9.1000	high
F	04/09/2009	204	207	2009	9	4	2009	247	9	2000	24.2104	high
F	04/09/2009	217	205	2009	9	4	2009	247	6	2003	23.2500	high
F	04/09/2009	192	193	2009	9	4	2009	247	5	2004	22.0000	high
F	04/09/2009	199	202	2009	9	4	2009	247	4	2005	17.3000	high
F	04/09/2009	159	154	2009	9	4	2009	247	2	2007	14.1500	high
F	07/09/2009	182	180	2009	9	7	2009	250	6	2003	21.3000	high
F	07/09/2009	180	188	2009	9	7	2009	250	5	2004	17.7189	high
M	08/09/2009	229	226	2009	9	8	2009	251	13	1996	25.2000	low
F	08/09/2009	184	189	2009	9	8	2009	251	5	2004	21.0000	high
F	11/09/2009	211	208	2009	9	11	2009	254	10	1999	24.2500	high
F	11/09/2009	210	208	2009	9	11	2009	254	7	2002	21.5000	high
F	11/09/2009	198	189	2009	9	11	2009	254	7	2002	18.2000	high
F	11/09/2009	182	178	2009	9	11	2009	254	4	2005	20.7000	high
F	11/09/2009	107	105	2009	9	11	2009	254	1	2008	12.5500	high
M	13/09/2009	228	230	2009	9	13	2009	256	7	2002	28.9000	high
M	13/09/2009	202	202	2009	9	13	2009	256	6	2003	28.4990	high
M	13/09/2009	231	230	2009	9	13	2009	256	6	2003	28.7758	high
M	13/09/2009	192	198	2009	9	13	2009	256	3	2006	22.0000	high
F	13/09/2009	31	30	2009	9	13	2009	256	0	2009	10.1000	high
F	15/09/2009	210	205	2009	9	15	2009	258	3	2006	16.3000	high
M	15/09/2009	155	158	2009	9	15	2009	258	1	2008	19.4500	high
F	15/09/2009	130	133	2009	9	15	2009	258	1	2008	18.2000	high
M	15/09/2009	145	148	2009	9	15	2009	258	1	2008	16.6500	high
M	16/09/2009	210	210	2009	9	16	2009	259	3	2006	26.0000	high
M	16/09/2009	122	126	2009	9	16	2009	259	1	2008	17.4000	high
F	17/09/2009	213	210	2009	9	17	2009	260	8	2001	18.7500	high
M	17/09/2009	220	220	2009	9	17	2009	260	7	2002	28.0000	high
F	17/09/2009	188	190	2009	9	17	2009	260	7	2002	23.0500	high
F	17/09/2009	205	200	2009	9	17	2009	260	6	2003	24.3000	high
M	17/09/2009	231	231	2009	9	17	2009	260	5	2004	27.8500	high
F	17/09/2009	135	134	2009	9	17	2009	260	1	2008	15.0000	high
F	17/09/2009	111	109	2009	9	17	2009	260	1	2008	14.7775	high
M	17/09/2009	33	34	2009	9	17	2009	260	0	2009	11.2500	high
M	17/09/2009	32	31	2009	9	17	2009	260	0	2009	10.4500	high
M	18/09/2009	204	195	2009	9	18	2009	261	4	2005	26.7500	high
F	19/09/2009	173	173	2009	9	19	2009	262	4	2005	19.0000	high
M	21/09/2009	225	230	2009	9	21	2009	264	10	1999	29.4500	high
M	22/09/2009	191	187	2009	9	22	2009	265	6	2003	26.4500	high
F	22/09/2009	202	201	2009	9	22	2009	265	3	2006	18.7500	high
M	22/09/2009	207	204	2009	9	22	2009	265	2	2007	23.0500	high
F	23/09/2009	140	137	2009	9	23	2009	266	1	2008	16.6154	high
F	25/09/2009	206	209	2009	9	25	2009	268	10	1999	17.2000	high
F	25/09/2009	187	187	2009	9	25	2009	268	7	2002	22.2000	high
F	25/09/2009	211	208	2009	9	25	2009	268	7	2002	24.2000	high
F	25/09/2009	203	206	2009	9	25	2009	268	7	2002	23.4000	high
F	25/09/2009	225	226	2009	9	25	2009	268	5	2004	22.2293	high
M	26/09/2009	234	233	2009	9	26	2009	269	2	2007	24.6000	high
M	26/09/2009	150	149	2009	9	26	2009	269	1	2008	17.8000	high
M	27/09/2009	218	219	2009	9	27	2009	270	4	2005	24.6799	high
M	28/09/2009	245	241	2009	9	28	2009	271	9	2000	32.5000	high
M	28/09/2009	228	227	2009	9	28	2009	271	3	2006	30.1000	high
F	28/09/2009	181	176	2009	9	28	2009	271	3	2006	22.7000	high
F	28/09/2009	163	161	2009	9	28	2009	271	2	2007	18.0000	high
F	28/09/2009	168	168	2009	9	28	2009	271	2	2007	21.2000	high
M	28/09/2009	107	111	2009	9	28	2009	271	1	2008	11.1500	high
F	29/09/2009	195	187	2009	9	29	2009	272	3	2006	22.0000	high
M	30/09/2009	225	225	2009	9	30	2009	273	6	2003	31.0000	high
F	30/09/2009	165	160	2009	9	30	2009	273	2	2007	19.5000	high
M	01/10/2009	225	230	2009	10	1	2009	274	6	2003	27.0000	high
M	01/10/2009	168	170	2009	10	1	2009	274	1	2008	21.0319	high
F	02/10/2009	201	196	2009	10	2	2009	275	7	2002	24.5330	high
F	02/10/2009	184	184	2009	10	2	2009	275	7	2002	20.2000	high
F	02/10/2009	176	177	2009	10	2	2009	275	3	2006	21.3000	high
F	02/10/2009	176	174	2009	10	2	2009	275	2	2007	21.2000	high
M	03/10/2009	217	223	2009	10	3	2009	276	5	2004	30.4373	high
M	03/10/2009	225	227	2009	10	3	2009	276	3	2006	26.4694	high
M	03/10/2009	203	208	2009	10	3	2009	276	2	2007	21.5000	high
M	04/10/2009	200	200	2009	10	4	2009	277	9	2000	26.0000	high
F	04/10/2009	210	212	2009	10	4	2009	277	8	2001	28.0000	high
F	04/10/2009	180	175	2009	10	4	2009	277	5	2004	23.7957	high
M	04/10/2009	205	210	2009	10	4	2009	277	3	2006	19.5000	high
M	04/10/2009	225	230	2009	10	4	2009	277	2	2007	23.5000	high
F	04/10/2009	122	122	2009	10	4	2009	277	1	2008	18.4500	high
F	05/10/2009	228	224	2009	10	5	2009	278	13	1996	24.0500	low
F	05/10/2009	193	198	2009	10	5	2009	278	12	1997	23.1000	low
M	05/10/2009	250	253	2009	10	5	2009	278	7	2002	33.5000	high
M	06/10/2009	236	234	2009	10	6	2009	279	9	2000	32.6000	high
M	06/10/2009	165	220	2009	10	6	2009	279	2	2007	24.3000	high
M	07/10/2009	170	175	2009	10	7	2009	280	2	2007	15.9722	high
F	07/10/2009	150	155	2009	10	7	2009	280	1	2008	17.1000	high
F	08/10/2009	206	200	2009	10	8	2009	281	17	1992	19.7500	low
F	08/10/2009	206	200	2009	10	8	2009	281	17	1992	19.7500	low
F	08/10/2009	218	224	2009	10	8	2009	281	12	1997	23.6000	low
F	08/10/2009	197	198	2009	10	8	2009	281	10	1999	21.3000	high
F	08/10/2009	169	178	2009	10	8	2009	281	5	2004	20.8000	high
F	08/10/2009	178	170	2009	10	8	2009	281	4	2005	24.0500	high
M	08/10/2009	210	209	2009	10	8	2009	281	3	2006	22.9500	high
M	08/10/2009	190	191	2009	10	8	2009	281	1	2008	20.0000	high
M	08/10/2009	30	28	2009	10	8	2009	281	0	2009	9.1827	high
M	10/10/2009	220	218	2009	10	10	2009	283	6	2003	28.2000	high
F	11/10/2009	218	218	2009	10	11	2009	284	6	2003	23.6000	high
F	11/10/2009	102	102	2009	10	11	2009	284	1	2008	16.2000	high
F	13/10/2009	212	220	2009	10	13	2009	286	14	1995	22.3500	low
M	13/10/2009	133	130	2009	10	13	2009	286	1	2008	13.1500	high
M	13/10/2009	160	160	2009	10	13	2009	286	1	2008	17.5500	high
M	14/10/2009	185	187	2009	10	14	2009	287	2	2007	23.0000	high
F	14/10/2009	110	110	2009	10	14	2009	287	1	2008	18.0000	high
F	15/10/2009	229	233	2009	10	15	2009	288	11	1998	19.9500	high
F	15/10/2009	186	184	2009	10	15	2009	288	4	2005	20.2500	high
M	17/10/2009	204	208	2009	10	17	2009	290	2	2007	21.0000	high
M	17/10/2009	180	185	2009	10	17	2009	290	2	2007	20.2000	high
M	17/10/2009	135	135	2009	10	17	2009	290	1	2008	16.0000	high
F	18/10/2009	191	190	2009	10	18	2009	291	6	2003	24.7174	high
F	18/10/2009	180	181	2009	10	18	2009	291	6	2003	22.0000	high
M	18/10/2009	200	194	2009	10	18	2009	291	2	2007	25.6394	high
M	19/10/2009	240	230	2009	10	19	2009	292	4	2005	30.4000	high
M	19/10/2009	161	154	2009	10	19	2009	292	1	2008	15.2000	high
M	20/10/2009	234	230	2009	10	20	2009	293	11	1998	27.1000	high
M	21/10/2009	57	57	2009	10	21	2009	294	0	2009	11.8402	high
M	22/10/2009	201	203	2009	10	22	2009	295	2	2007	21.4924	high
F	22/10/2009	125	120	2009	10	22	2009	295	1	2008	16.0000	high
M	24/10/2009	228	227	2009	10	24	2009	297	5	2004	31.2000	high
M	24/10/2009	232	230	2009	10	24	2009	297	5	2004	26.0000	high
F	24/10/2009	47	48	2009	10	24	2009	297	0	2009	11.0000	high
M	25/10/2009	225	226	2009	10	25	2009	298	4	2005	20.0000	high
F	28/10/2009	146	139	2009	10	28	2009	301	1	2008	16.2018	high
F	28/10/2009	159	159	2009	10	28	2009	301	1	2008	23.3000	high
F	28/10/2009	80	82	2009	10	28	2009	301	0	2009	8.4047	high
F	29/10/2009	209	212	2009	10	29	2009	302	12	1997	24.0500	low
M	29/10/2009	207	207	2009	10	29	2009	302	6	2003	25.2000	high
M	29/10/2009	130	126	2009	10	29	2009	302	1	2008	16.3396	high
F	29/10/2009	36	36	2009	10	29	2009	302	0	2009	11.1525	high
M	30/10/2009	54	54	2009	10	30	2009	303	0	2009	11.3817	high
M	31/10/2009	240	241	2009	10	31	2009	304	8	2001	25.7000	high
M	31/10/2009	205	200	2009	10	31	2009	304	8	2001	26.0000	high
F	31/10/2009	170	165	2009	10	31	2009	304	1	2008	18.2000	high
M	01/11/2009	190	192	2009	11	1	2009	305	5	2004	24.0000	high
F	01/11/2009	160	157	2009	11	1	2009	305	4	2005	22.0000	high
M	04/11/2009	249	248	2009	11	4	2009	308	12	1997	29.4680	low
M	05/11/2009	245	250	2009	11	5	2009	309	6	2003	24.9000	high
F	06/11/2009	123	122	2009	11	6	2009	310	2	2007	17.9500	high
M	06/11/2009	160	175	2009	11	6	2009	310	1	2008	21.3500	high
M	07/11/2009	212	209	2009	11	7	2009	311	10	1999	26.1005	high
M	07/11/2009	205	205	2009	11	7	2009	311	7	2002	21.9529	high
M	07/11/2009	220	221	2009	11	7	2009	311	6	2003	26.5616	high
F	07/11/2009	165	165	2009	11	7	2009	311	1	2008	20.0000	high
M	08/11/2009	220	220	2009	11	8	2009	312	10	1999	28.0000	high
M	09/11/2009	216	202	2009	11	9	2009	313	4	2005	25.4500	high
F	11/11/2009	209	208	2009	11	11	2009	315	9	2000	27.4840	high
M	14/11/2009	215	213	2009	11	14	2009	318	3	2006	30.0000	high
F	17/11/2009	205	210	2009	11	17	2009	321	8	2001	23.0000	high
F	03/12/2009	154	154	2009	12	3	2009	337	1	2008	16.0000	high
F	05/12/2009	170	171	2009	12	5	2009	339	5	2004	21.3000	high
F	05/12/2009	225	225	2009	12	5	2009	339	3	2006	20.5000	high
F	06/12/2009	215	213	2009	12	6	2009	340	4	2005	23.0000	high
M	06/12/2009	200	200	2009	12	6	2009	340	4	2005	22.1371	high
F	07/12/2009	134	130	2009	12	7	2009	341	1	2008	16.7500	high
F	08/12/2009	206	204	2009	12	8	2009	342	10	1999	23.9500	high
F	09/12/2009	215	214	2009	12	9	2009	343	6	2003	20.8478	high
M	09/12/2009	225	223	2009	12	9	2009	343	5	2004	23.2427	high
M	09/12/2009	208	207	2009	12	9	2009	343	5	2004	23.1000	high
F	09/12/2009	185	185	2009	12	9	2009	343	5	2004	21.2000	high
F	10/12/2009	220	210	2009	12	10	2009	344	5	2004	22.0000	high
M	10/12/2009	219	220	2009	12	10	2009	344	5	2004	27.2000	high
F	12/12/2009	160	165	2009	12	12	2009	346	1	2008	17.8000	high
M	13/12/2009	211	211	2009	12	13	2009	347	6	2003	23.2000	high
F	13/12/2009	190	195	2009	12	13	2009	347	5	2004	24.5000	high
M	16/12/2009	215	215	2009	12	16	2009	350	5	2004	21.4000	high
F	17/12/2009	181	179	2009	12	17	2009	351	3	2006	20.1113	high
F	17/12/2009	160	160	2009	12	17	2009	351	3	2006	17.5000	high
M	17/12/2009	81	82	2009	12	17	2009	351	0	2009	13.6000	high
F	19/12/2009	196	196	2009	12	19	2009	353	7	2002	17.0000	high
F	19/12/2009	170	170	2009	12	19	2009	353	4	2005	20.0000	high
M	19/12/2009	50	50	2009	12	19	2009	353	0	2009	9.0000	high
F	19/12/2009	30	35	2009	12	19	2009	353	0	2009	12.0000	high
M	20/12/2009	215	220	2009	12	20	2009	354	8	2001	22.0000	high
F	20/12/2009	204	202	2009	12	20	2009	354	6	2003	24.5315	high
M	20/12/2009	210	215	2009	12	20	2009	354	4	2005	26.6000	high
F	20/12/2009	177	180	2009	12	20	2009	354	3	2006	20.6000	high
F	20/12/2009	124	130	2009	12	20	2009	354	1	2008	18.0000	high
F	23/12/2009	130	130	2009	12	23	2009	357	1	2008	16.8000	high
M	24/12/2009	207	206	2009	12	24	2009	358	5	2004	18.0000	high
M	24/12/2009	208	208	2009	12	24	2009	358	5	2004	21.4924	high
M	24/12/2009	142	141	2009	12	24	2009	358	1	2008	15.8000	high
M	26/12/2009	201	203	2009	12	26	2009	360	5	2004	26.5000	high
M	26/12/2009	190	190	2009	12	26	2009	360	4	2005	17.0000	high
M	26/12/2009	159	159	2009	12	26	2009	360	1	2008	16.5000	high
M	26/12/2009	170	169	2009	12	26	2009	360	1	2008	19.1909	high
F	27/12/2009	170	170	2009	12	27	2009	361	8	2001	22.0000	high
M	27/12/2009	210	211	2009	12	27	2009	361	3	2006	19.3749	high
M	27/12/2009	174	174	2009	12	27	2009	361	1	2008	18.0000	high
M	27/12/2009	141	141	2009	12	27	2009	361	1	2008	19.3000	high
F	30/12/2009	112	111	2009	12	30	2009	364	1	2008	14.5000	high
F	01/01/2010	180	180	2009	1	1	2010	366	9	2000	21.0000	high
M	01/01/2010	215	213	2009	1	1	2010	366	4	2005	21.0319	high
F	02/01/2010	195	195	2009	1	2	2010	367	10	1999	19.0000	high
F	02/01/2010	205	210	2009	1	2	2010	367	8	2001	20.5000	high
M	02/01/2010	230	240	2009	1	2	2010	367	7	2002	29.0000	high
M	02/01/2010	215	213	2009	1	2	2010	367	6	2003	26.0000	high
F	02/01/2010	224	224	2009	1	2	2010	367	5	2004	21.5000	high
F	02/01/2010	168	167	2009	1	2	2010	367	3	2006	21.2161	high
M	02/01/2010	177	185	2009	1	2	2010	367	1	2008	19.7000	high
M	07/01/2010	205	200	2009	1	7	2010	372	6	2003	16.5000	high
F	07/01/2010	38	38	2009	1	7	2010	372	0	2009	11.5000	high
M	08/01/2010	233	233	2010	1	8	2010	373	3	2007	30.2000	high
F	10/01/2010	178	175	2009	1	10	2010	375	4	2005	23.0000	high
M	10/01/2010	167	172	2009	1	10	2010	375	1	2008	16.0000	high
F	11/01/2010	210	210	2009	1	11	2010	376	8	2001	25.0000	high
F	12/01/2010	192	190	2010	1	12	2010	377	5	2005	17.8816	high
M	13/01/2010	210	208	2009	1	13	2010	378	3	2006	21.1993	high
F	14/01/2010	217	207	2009	1	14	2010	379	10	1999	21.0000	high
F	14/01/2010	188	186	2009	1	14	2010	379	10	1999	23.0000	high
F	14/01/2010	212	211	2009	1	14	2010	379	6	2003	21.5000	high
F	14/01/2010	181	180	2009	1	14	2010	379	4	2005	20.3869	high
M	16/01/2010	262	260	2009	1	16	2010	381	9	2000	22.0000	high
F	16/01/2010	180	181	2009	1	16	2010	381	6	2003	22.0000	high
M	16/01/2010	220	224	2010	1	16	2010	381	7	2003	24.0000	high
M	16/01/2010	194	197	2009	1	16	2010	381	2	2007	20.8478	high
F	16/01/2010	159	162	2009	1	16	2010	381	1	2008	15.6000	high
M	16/01/2010	152	154	2009	1	16	2010	381	1	2008	17.0000	high
M	17/01/2010	216	215	2009	1	17	2010	382	4	2005	20.8000	high
M	17/01/2010	191	191	2009	1	17	2010	382	2	2007	16.1000	high
M	17/01/2010	210	215	2009	1	17	2010	382	2	2007	18.0000	high
F	17/01/2010	156	153	2009	1	17	2010	382	1	2008	16.6000	high
F	17/01/2010	115	115	2009	1	17	2010	382	1	2008	16.4000	high
M	02/09/2010	250	262	2010	9	2	2010	245	4	2006	23.2000	high
F	03/09/2010	190	196	2010	9	3	2010	246	10	2000	15.9000	high
M	03/09/2010	245	235	2010	9	3	2010	246	5	2005	27.0689	high
M	03/09/2010	180	182	2010	9	3	2010	246	2	2008	20.1573	high
M	07/09/2010	232	231	2010	9	7	2010	250	7	2003	31.1000	high
M	08/09/2010	147	144	2010	9	8	2010	251	1	2009	20.8000	high
M	09/09/2010	213	212	2010	9	9	2010	252	3	2007	29.5000	high
F	10/09/2010	198	202	2010	9	10	2010	253	11	1999	23.8500	high
F	10/09/2010	198	192	2010	9	10	2010	253	9	2001	19.8811	high
M	10/09/2010	142	148	2010	9	10	2010	253	1	2009	21.0500	high
M	10/09/2010	132	132	2010	9	10	2010	253	1	2009	17.0292	high
M	12/09/2010	225	222	2010	9	12	2010	255	6	2004	25.2000	high
M	12/09/2010	235	236	2010	9	12	2010	255	4	2006	29.5142	high
M	12/09/2010	206	206	2010	9	12	2010	255	3	2007	20.0000	high
M	13/09/2010	228	228	2010	9	13	2010	256	14	1996	26.8500	low
F	13/09/2010	192	193	2010	9	13	2010	256	8	2002	20.2000	high
M	13/09/2010	232	231	2010	9	13	2010	256	7	2003	30.9000	high
M	13/09/2010	194	196	2010	9	13	2010	256	4	2006	28.7000	high
M	13/09/2010	232	230	2010	9	13	2010	256	3	2007	25.6000	high
M	14/09/2010	220	222	2010	9	14	2010	257	7	2003	25.8500	high
M	14/09/2010	199	198	2010	9	14	2010	257	5	2005	27.0000	high
F	14/09/2010	159	160	2010	9	14	2010	257	4	2006	22.0000	high
M	14/09/2010	212	215	2010	9	14	2010	257	3	2007	25.3000	high
M	14/09/2010	197	192	2010	9	14	2010	257	2	2008	20.0500	high
F	15/09/2010	217	209	2010	9	15	2010	258	10	2000	19.7891	high
F	15/09/2010	192	190	2010	9	15	2010	258	7	2003	18.1328	high
M	15/09/2010	147	147	2010	9	15	2010	258	1	2009	14.1000	high
F	15/09/2010	130	133	2010	9	15	2010	258	1	2009	12.8953	high
M	16/09/2010	225	220	2010	9	16	2010	259	5	2005	27.0000	high
M	16/09/2010	220	222	2010	9	16	2010	259	4	2006	29.0000	high
F	17/09/2010	184	176	2010	9	17	2010	260	10	2000	22.2500	high
F	19/09/2010	19	19	2010	9	19	2010	262	0	2010	9.2743	high
F	21/09/2010	199	195	2010	9	21	2010	264	10	2000	23.9000	high
F	21/09/2010	113	113	2010	9	21	2010	264	1	2009	14.2500	high
F	23/09/2010	203	194	2010	9	23	2010	266	12	1998	15.4000	high
M	23/09/2010	215	215	2010	9	23	2010	266	9	2001	26.0000	high
F	23/09/2010	198	189	2010	9	23	2010	266	8	2002	19.9500	high
M	23/09/2010	232	230	2010	9	23	2010	266	3	2007	29.2000	high
M	23/09/2010	150	150	2010	9	23	2010	266	1	2009	21.0319	high
M	24/09/2010	221	218	2010	9	24	2010	267	6	2004	32.5000	high
M	24/09/2010	156	154	2010	9	24	2010	267	1	2009	18.1500	high
M	26/09/2010	245	243	2010	9	26	2010	269	10	2000	33.1000	high
M	27/09/2010	206	202	2010	9	27	2010	270	7	2003	29.6000	high
M	28/09/2010	173	176	2010	9	28	2010	271	1	2009	19.5590	high
F	28/09/2010	125	127	2010	9	28	2010	271	1	2009	18.3500	high
F	29/09/2010	242	240	2010	9	29	2010	272	12	1998	24.5500	high
F	29/09/2010	192	192	2010	9	29	2010	272	7	2003	23.0000	high
F	29/09/2010	198	200	2010	9	29	2010	272	6	2004	22.6000	high
F	29/09/2010	197	194	2010	9	29	2010	272	5	2005	21.8000	high
F	30/09/2010	179	182	2010	9	30	2010	273	5	2005	21.0000	high
F	01/10/2010	183	179	2010	10	1	2010	274	8	2002	20.2954	high
F	02/10/2010	191	190	2010	10	2	2010	275	8	2002	25.0000	high
M	02/10/2010	227	225	2010	10	2	2010	275	7	2003	29.1000	high
M	02/10/2010	212	210	2010	10	2	2010	275	6	2004	28.2000	high
F	02/10/2010	107	107	2010	10	2	2010	275	1	2009	16.4000	high
F	02/10/2010	130	130	2010	10	2	2010	275	1	2009	19.1000	high
M	02/10/2010	130	130	2010	10	2	2010	275	1	2009	16.0000	high
F	03/10/2010	202	202	2010	10	3	2010	276	6	2004	24.1000	high
F	03/10/2010	207	200	2010	10	3	2010	276	6	2004	22.1000	high
M	03/10/2010	160	162	2010	10	3	2010	276	2	2008	16.8000	high
M	03/10/2010	151	151	2010	10	3	2010	276	1	2009	21.0000	high
F	04/10/2010	200	199	2010	10	4	2010	277	8	2002	21.6500	high
F	04/10/2010	132	137	2010	10	4	2010	277	1	2009	11.9000	high
M	05/10/2010	241	238	2010	10	5	2010	278	9	2001	29.6000	high
M	05/10/2010	228	229	2010	10	5	2010	278	4	2006	26.8000	high
F	06/10/2010	195	195	2010	10	6	2010	279	7	2003	22.4135	high
F	06/10/2010	122	120	2010	10	6	2010	279	1	2009	18.2000	high
M	06/10/2010	141	141	2010	10	6	2010	279	1	2009	18.7000	high
M	08/10/2010	236	239	2010	10	8	2010	281	4	2006	29.3000	high
M	08/10/2010	230	229	2010	10	8	2010	281	3	2007	26.6500	high
M	09/10/2010	220	216	2010	10	9	2010	282	8	2002	32.5000	high
M	09/10/2010	125	127	2010	10	9	2010	282	1	2009	18.4000	high
M	10/10/2010	210	230	2010	10	10	2010	283	6	2004	29.5000	high
F	12/10/2010	175	177	2010	10	12	2010	285	5	2005	20.0500	high
M	12/10/2010	170	171	2010	10	12	2010	285	2	2008	21.0000	high
F	12/10/2010	104	103	2010	10	12	2010	285	1	2009	10.7000	high
F	14/10/2010	168	168	2010	10	14	2010	287	8	2002	20.5500	high
F	14/10/2010	187	186	2010	10	14	2010	287	6	2004	23.9500	high
F	14/10/2010	132	130	2010	10	14	2010	287	1	2009	17.1000	high
F	19/10/2010	194	198	2010	10	19	2010	292	4	2006	23.5000	high
F	21/10/2010	153	155	2010	10	21	2010	294	2	2008	24.3000	high
F	22/10/2010	218	217	2010	10	22	2010	295	7	2003	21.0000	high
F	22/10/2010	200	198	2010	10	22	2010	295	6	2004	19.6000	high
M	22/10/2010	145	150	2010	10	22	2010	295	1	2009	14.5479	high
F	23/10/2010	223	229	2010	10	23	2010	296	12	1998	27.4000	high
M	23/10/2010	265	266	2010	10	23	2010	296	5	2005	29.0000	high
F	26/10/2010	205	200	2010	10	26	2010	299	5	2005	21.0000	high
M	26/10/2010	210	215	2010	10	26	2010	299	4	2006	30.8000	high
M	27/10/2010	180	183	2010	10	27	2010	300	2	2008	19.3542	high
M	27/10/2010	88	88	2010	10	27	2010	300	1	2009	17.9000	high
M	27/10/2010	139	139	2010	10	27	2010	300	1	2009	16.9000	high
M	27/10/2010	150	150	2010	10	27	2010	300	1	2009	17.8568	high
F	29/10/2010	140	135	2010	10	29	2010	302	2	2008	20.0000	high
M	29/10/2010	135	137	2010	10	29	2010	302	1	2009	15.2500	high
F	30/10/2010	182	181	2010	10	30	2010	303	7	2003	23.5000	high
F	30/10/2010	186	183	2010	10	30	2010	303	6	2004	19.6000	high
F	30/10/2010	170	171	2010	10	30	2010	303	5	2005	26.0000	high
M	30/10/2010	150	151	2010	10	30	2010	303	1	2009	16.2000	high
M	30/10/2010	157	158	2010	10	30	2010	303	1	2009	17.8108	high
M	31/10/2010	216	217	2010	10	31	2010	304	9	2001	22.8742	high
M	31/10/2010	205	200	2010	10	31	2010	304	3	2007	22.8742	high
F	31/10/2010	125	123	2010	10	31	2010	304	1	2009	15.5000	high
M	01/11/2010	240	242	2010	11	1	2010	305	8	2002	25.0000	high
M	01/11/2010	243	241	2010	11	1	2010	305	4	2006	26.2000	high
M	01/11/2010	230	231	2010	11	1	2010	305	4	2006	25.6394	high
M	03/11/2010	220	220	2010	11	3	2010	307	7	2003	26.5616	high
