Order	Family	Genus	Species	Subspecies	Genus_Species	Sex	Sample size	Brain Volume (ml)	Method	Brain mass (g)	Body mass (g)	Specimen ID	Museum	Date (mm-dd-yyyy)	Locality	Coordinate	Age Class	Reference	Remark
Passeriformes	Tyrannidae	Lessonia	rufa		Lessonia_rufa	m	1		Mass	0.420	14.600	HoBR Not registered	House of Bird Research collection				unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Tyrannidae	Machetornis	rixosa		Machetornis_rixosa	m	1	1.05	Vol		33.6	USNM614688	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Machetornis	rixosa		Machetornis_rixosa	m	1	0.97	Vol		35.9	USNM620766	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Mecocerculus	leucophrys		Mecocerculus_leucophrys	f	1	0.4	Vol		9.3	USNM620744	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Megarynchus	pitangua		Megarynchus_pitangua	m	1	1.2	Vol		63	USNM562357	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Megarynchus	pitangua		Megarynchus_pitangua	m	1	1.25	Vol		69	USNM562620	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Mionectes	oleagineus		Mionectes_oleagineus	f	1	0.44	Vol		16	USNM492341	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Mionectes	oleagineus		Mionectes_oleagineus	f	1	0.48	Vol		10.5	USNM612412	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Mionectes	oleagineus		Mionectes_oleagineus	m	1	0.425	Vol		15	USNM562638	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Mionectes	oleagineus		Mionectes_oleagineus	m	1	0.44	Vol		11	USNM612959	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Mionectes	oleagineus		Mionectes_oleagineus	m	1	0.53	Vol		13.5	USNM620104	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Mitrephanes	phaeocercus		Mitrephanes_phaeocercus	m	1	0.33	Vol		8.8	USNM614071	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Muscisaxicola	alpinus		Muscisaxicola_alpinus	f	1	0.84	Vol		22.2	USNM609501	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Muscisaxicola	alpinus		Muscisaxicola_alpinus	m	1	0.72	Vol		23.3	USNM620754	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	cinerascens		Myiarchus_cinerascens	f	1	0.76	Vol		26.5	USNM553954	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	cinerascens		Myiarchus_cinerascens	f	1	0.86	Vol		30.8	USNM554759	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	cinerascens		Myiarchus_cinerascens	f	1	0.805	Vol		27.5	USNM555332	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	cinerascens		Myiarchus_cinerascens	m	1	0.7	Vol		32	USNM553949	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	cinerascens		Myiarchus_cinerascens	m	1	0.755	Vol		31.5	USNM553950	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	cinerascens		Myiarchus_cinerascens	m	1	0.725	Vol		28.5	USNM553953	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	cinerascens		Myiarchus_cinerascens	m	1	0.735	Vol		27	USNM553955	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	cinerascens		Myiarchus_cinerascens	m	1	0.71	Vol		27.5	USNM555333	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	stolidus		Myiarchus_stolidus	m	1	0.61	Vol		20.2	USNM554636	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	stolidus		Myiarchus_stolidus	m	1	0.61	Vol		18	USNM555828	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	stolidus		Myiarchus_stolidus	m	1	0.84	Vol		20	USNM555830	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	stolidus		Myiarchus_stolidus	m	1	0.68	Vol		17.8	USNM555833	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	stolidus		Myiarchus_stolidus	m	1	0.64	Vol		20.5	USNM555834	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	tuberculifer		Myiarchus_tuberculifer	f	1	0.62	Vol		20	USNM586054	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	tuberculifer		Myiarchus_tuberculifer	f	1	0.705	Vol		16	USNM620855	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	tuberculifer		Myiarchus_tuberculifer	m	1	0.7	Vol		19.4	USNM612406	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	tuberculifer		Myiarchus_tuberculifer	m	1	0.65	Vol		17	USNM614066	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	tuberculifer		Myiarchus_tuberculifer	m	1	0.69	Vol		20	USNM620898	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	tuberculifer		Myiarchus_tuberculifer	m	1	0.67	Vol		22	USNM620933	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	tuberculifer		Myiarchus_tuberculifer	m	1	0.6	Vol		19	USNM620997	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	tyrannulus		Myiarchus_tyrannulus	f	1	1.02	Vol		34.1	USNM620941	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	tyrannulus		Myiarchus_tyrannulus	f	1	1.1	Vol		25	USNM620962	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	tyrannulus		Myiarchus_tyrannulus	m	1	0.95	Vol		40	USNM586052	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	tyrannulus		Myiarchus_tyrannulus	m	1	1.2	Vol		40	USNM620932	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	validus		Myiarchus_validus	f	1	1.12	Vol		41.2	USNM502770	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	validus		Myiarchus_validus	f	1	1.09	Vol		43.2	USNM502778	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	validus		Myiarchus_validus	f	1	1.18	Vol		35	USNM558893	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	validus		Myiarchus_validus	f	1	1.11	Vol		43.5	USNM558898	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	validus		Myiarchus_validus	m	1	1.2	Vol		43.9	USNM558894	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	validus		Myiarchus_validus	m	1	1.4	Vol		43.8	USNM558895	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiarchus	validus		Myiarchus_validus	m	1	1.2	Vol		35.9	USNM558897	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiobius	barbatus		Myiobius_barbatus	m	1	0.36	Vol		11.4	USNM620166	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiobius	barbatus		Myiobius_barbatus	m	1	0.38	Vol		11.5	USNM621458	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiodynastes	maculatus		Myiodynastes_maculatus	f	1	1.2	Vol		52	USNM612957	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiopagis	cotta		Myiopagis_cotta	m	1	0.385	Vol		12	USNM558909	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiopagis	cotta		Myiopagis_cotta	m	1	0.46	Vol		10.9	USNM558914	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiopagis	gaimardii	trinitatis	Myiopagis_gaimardii	m	1		Mass	0.460	13.050	HoBR Not registered	House of Bird Research collection	3-27-1984	Kastoigrande I. NW of Trinidad's coast		unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Tyrannidae	Myiophobus	fasciatus		Myiophobus_fasciatus	m	1	0.35	Vol		15	USNM492299	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiozetetes	similis		Myiozetetes_similis	f	1	0.74	Vol		25.5	USNM562621	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiozetetes	similis		Myiozetetes_similis	f	1	0.855	Vol		22.5	USNM562622	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiozetetes	similis		Myiozetetes_similis	f	1	0.87	Vol		28.5	USNM562623	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Myiozetetes	similis		Myiozetetes_similis	m	1	0.8	Vol		30	USNM562624	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Onychorhynchus	coronatus		Onychorhynchus_coronatus	f	1	0.5	Vol		13.2	USNM614072	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Pitangus	sulphuratus	trinitatus	Pitangus_sulphuratus	f	1		Mass	1.050	55.100	HoBR Not registered	House of Bird Research collection	3-29-1984	Kastoigrande I. NW of Trinidad's coast		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Tyrannidae	Pitangus	sulphuratus		Pitangus_sulphuratus	f	1	1.55	Vol		73.4	USNM614690	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Pitangus	sulphuratus		Pitangus_sulphuratus	f	1		Mass	1.420	74.600	HoBR Not registered	House of Bird Research collection	6-20-1991	Prov. Buenos Aires, Argentina	36.00S 60.00W	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Tyrannidae	Pitangus	sulphuratus		Pitangus_sulphuratus	m	1	1.4	Vol		69.6	USNM614689	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Pitangus	sulphuratus		Pitangus_sulphuratus	m	1		Mass	1.480	80.900	HoBR Not registered	House of Bird Research collection	6-25-1991	Prov. Buenos Aires, Argentina	36,00S 60.00W	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Tyrannidae	Pitangus	sulphuratus		Pitangus_sulphuratus	m	1		Mass	1.480	80.900	HoBR Not registered	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Tyrannidae	Platyrinchus	cancrominus		Platyrinchus_cancrominus	f	1	0.54	Vol		8.6	USNM613183	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Platyrinchus	cancrominus		Platyrinchus_cancrominus	m	1	0.45	Vol		11.2	USNM562361	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Platyrinchus	cancrominus		Platyrinchus_cancrominus	m	1	0.43	Vol		10.5	USNM562629	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Platyrinchus	mystaceus		Platyrinchus_mystaceus	f	1	0.39	Vol		7.5	USNM555988	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Platyrinchus	mystaceus		Platyrinchus_mystaceus	f	1	0.425	Vol		7.6	USNM558008	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Platyrinchus	mystaceus		Platyrinchus_mystaceus	f	1	0.39	Vol		9	USNM620895	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Platyrinchus	mystaceus		Platyrinchus_mystaceus	m	1	0.39	Vol		9.5	USNM560010	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Platyrinchus	mystaceus		Platyrinchus_mystaceus	m	1	0.415	Vol		11	USNM560039	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Pseudocolopteryx	flaviventris		Pseudocolopteryx_flaviventris	f	1	0.35	Vol		7.6	USNM614698	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Pseudocolopteryx	flaviventris		Pseudocolopteryx_flaviventris	m	1	0.33	Vol		7.2	USNM614699	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Pseudotriccus	pelzelni		Pseudotriccus_pelzelni	f	1	0.62	Vol		10	USNM560009	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Sayornis	phoebe		Sayornis_phoebe	f	1		Mass	0.75	17.5	CQ264			Little Mountain, Ohaio, USA		unknown	Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.	
Passeriformes	Tyrannidae	Sayornis	phoebe		Sayornis_phoebe	m	1		Mass	0.793	18.1	CQ263			Little Mountain, Ohaio, USA		unknown	Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.	
Passeriformes	Tyrannidae	Sayornis	saya		Sayornis_saya	m	1	0.5	Vol		21.5	USNM554132	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Sayornis	saya		Sayornis_saya	m	1	0.62	Vol		23	USNM555325	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tolmomyias	sulphurescens		Tolmomyias_sulphurescens	f	1	0.57	Vol		12	USNM620856	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	dominicensis		Tyrannus_dominicensis	f	1	1.07	Vol		50.6	USNM555819	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	dominicensis		Tyrannus_dominicensis	f	1	0.92	Vol		47	USNM556495	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	dominicensis		Tyrannus_dominicensis	f	1	0.94	Vol		43	USNM556543	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	dominicensis		Tyrannus_dominicensis	f	1	0.98	Vol		45	USNM556605	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	dominicensis		Tyrannus_dominicensis	f	1	1.02	Vol		46	USNM556638	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	dominicensis		Tyrannus_dominicensis	m	1	1.08	Vol		47.1	USNM501749	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	dominicensis		Tyrannus_dominicensis	m	1	0.965	Vol		45	USNM556544	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	dominicensis		Tyrannus_dominicensis	m	1	1.03	Vol		47	USNM556606	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	dominicensis		Tyrannus_dominicensis	m	1	0.9	Vol		42	USNM556607	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	dominicensis		Tyrannus_dominicensis	m	1	1.1	Vol		50	USNM556639	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	verticalis		Tyrannus_verticalis	f	1	1.05	Vol		41	USNM561377	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	verticalis		Tyrannus_verticalis	m	1	0.82	Vol		35	USNM555450	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Tyrannus	verticalis		Tyrannus_verticalis	m	1	1	Vol		43	USNM555451	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Xolmis	pyrope		Xolmis_pyrope	f	1	1.3	Vol		41.8	USNM491016	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Xolmis	pyrope		Xolmis_pyrope	m	1	1.2	Vol		42.5	USNM490885	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Tyrannidae	Xolmis	pyrope		Xolmis_pyrope	m	1	1.3	Vol		44.8	USNM491017	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Viduidae	Vidua	chalybeata		Vidua_chalybeata	m	1		Mass	0.546	9.589	HoBR215898	House of Bird Research collection		Mali		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Viduidae	Vidua	chalybeata		Vidua_chalybeata	m	1		Mass	0.488	8.268	HoBR215900	House of Bird Research collection		Mali		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Viduidae	Vidua	chalybeata		Vidua_chalybeata	m	1		Mass	0.480	8.900	HoBR216063	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Viduidae	Vidua	chalybeata		Vidua_chalybeata	m	1		Mass	0.550	9.200	HoBR216064	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Viduidae	Vidua	larvaticola		Vidua_larvaticola	m	1		Mass	0.510	8.550	HoBR216062	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Viduidae	Vidua	macroura		Vidua_macroura	m	1		Mass	0.580	10.300	HoBR215499	House of Bird Research collection		Mali		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Viduidae	Vidua	macroura		Vidua_macroura	m	1		Mass	0.521	15.746	HoBR346008	House of Bird Research collection		captivity		unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Viduidae	Vidua	obtusa		Vidua_obtusa	m	1		Mass	0.600	12.500	HoBR215501	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Viduidae	Vidua	obtusa		Vidua_obtusa	m	1		Mass	0.750	15.400	HoBR215570	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Viduidae	Vidua	paradisaea		Vidua_paradisaea	f	1	0.61	Vol		20	USNM489449	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Viduidae	Vidua	paradisaea		Vidua_paradisaea	m	1	0.605	Vol		17.5	AMO58443	Australian Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Viduidae	Vidua	paradisaea		Vidua_paradisaea	m	1		Mass	0.500	14.200	HoBR215419	House of Bird Research collection	6-1-1985	captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Viduidae	Vidua	paradisaea		Vidua_paradisaea	m	1		Mass	0.500	13.820	HoBR215500	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Viduidae	Vidua	paradisaea		Vidua_paradisaea	m	1		Mass	0.680	12.200	HoBR215502	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Vireonidae	Cyclarhis	gujanensis		Cyclarhis_gujanensis	f	1	1.25	Vol		34	USNM612960	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	altiloquus		Vireo_altiloquus	f	1	0.835	Vol		21	USNM558936	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	altiloquus		Vireo_altiloquus	f	1	0.77	Vol		20	USNM558939	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	altiloquus		Vireo_altiloquus	f	1	0.755	Vol		18.4	USNM558940	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	altiloquus		Vireo_altiloquus	f	1	0.8	Vol		18.7	USNM558941	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	altiloquus		Vireo_altiloquus	f	1	0.76	Vol		18.8	USNM558944	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	altiloquus		Vireo_altiloquus	m	1	0.69	Vol		20	USNM501758	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	altiloquus		Vireo_altiloquus	m	1	0.735	Vol		19	USNM554647	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	altiloquus		Vireo_altiloquus	m	1	0.69	Vol		20	USNM558935	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	altiloquus		Vireo_altiloquus	m	1	0.78	Vol		19.5	USNM558938	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	altiloquus		Vireo_altiloquus	m	1	0.69	Vol		19.4	USNM558942	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	magister		Vireo_magister	f	1	0.715	Vol		16.5	USNM554463	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	magister		Vireo_magister	m	1	0.76	Vol		15.5	USNM554454	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	magister		Vireo_magister	m	1	0.75	Vol		15.5	USNM554458	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Vireonidae	Vireo	magister		Vireo_magister	m	1	0.64	Vol		15	USNM554460	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Stachyris	whiteheadi		Stachyris_whiteheadi	f	1	0.82	Vol		19.5	USNM613719	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Stachyris	whiteheadi		Stachyris_whiteheadi	f	1	0.77	Vol		16.5	USNM613721	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Stachyris	whiteheadi		Stachyris_whiteheadi	f	1	0.82	Vol		17	USNM613722	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Stachyris	whiteheadi		Stachyris_whiteheadi	f	1	0.83	Vol		19	USNM613723	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Stachyris	whiteheadi		Stachyris_whiteheadi	m	1	0.82	Vol		19.5	USNM613720	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Stachyris	whiteheadi		Stachyris_whiteheadi	m	1	0.88	Vol		20.5	USNM613724	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Stachyris	whiteheadi		Stachyris_whiteheadi	m	1	0.81	Vol		19	USNM613725	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Stachyris	whiteheadi		Stachyris_whiteheadi	m	1	0.83	Vol		21.5	USNM613726	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Zosterops	atricapilla		Zosterops_atricapilla	m	1		Mass	0.320	6.150	HoBR Not registered	House of Bird Research collection	3-23-1987	captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Zosteropidae	Zosterops	erythropleurus		Zosterops_erythropleurus	m	1		Mass	0.320	11.300	HoBR Not registered	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Zosteropidae	Zosterops	japonicus		Zosterops_japonicus	f	1	0.48	Vol		8.3	USNM560719	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Zosterops	japonicus		Zosterops_japonicus	f	1	0.515	Vol		8.5	USNM560730	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Zosterops	japonicus		Zosterops_japonicus	f	1	0.54	Vol		11	USNM560733	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Zosterops	japonicus		Zosterops_japonicus	f	1	0.53	Vol		11	USNM560742	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Zosterops	japonicus		Zosterops_japonicus	f	1	0.52	Vol		10.5	USNM560747	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Zosterops	japonicus		Zosterops_japonicus	m	1	0.54	Vol		11	USNM560475	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Zosteropidae	Zosterops	japonicus		Zosterops_japonicus	m	1	0.57	Vol		11.5	USNM560723	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
