Order	Family	Genus	Species	Subspecies	Genus_Species	Sex	Sample size	Brain Volume (ml)	Method	Brain mass (g)	Body mass (g)	Specimen ID	Museum	Date (mm-dd-yyyy)	Locality	Coordinate	Age Class	Reference	Remark
Accipitriformes	Accipitridae	Accipiter	cirrocephalus		Accipiter_cirrocephalus	f	1	2.5	Vol		202.7	MV B16071	Museum Victoria				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	cirrocephalus		Accipiter_cirrocephalus	f	1	2.4	Vol		203.9	MV B20243	Museum Victoria				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	cirrocephalus		Accipiter_cirrocephalus	f	1	2.6	Vol		200.5	MVW9876					unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	cirrocephalus		Accipiter_cirrocephalus	m	1	2.2	Vol		137.5	MVW6745					unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	cooperii		Accipiter_cooperii	f	1	5.2	Vol		414	USNM621364	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	cooperii		Accipiter_cooperii	f	1	3.8	Vol		334	PMA 72.102.33	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	cooperii		Accipiter_cooperii	f	1	4	Vol		323.2	PMA 81.8.16	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	cooperii		Accipiter_cooperii	m	1	4.8	Vol		309	USNM501627	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	cooperii		Accipiter_cooperii	m	1	4	Vol		269.6	PMA 90.45.18	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	fasciatus		Accipiter_fasciatus	f	1	4.7	Vol		480	ANWC22753	Australian National Wildlife Collection				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	fasciatus		Accipiter_fasciatus	m	1	4.6	Vol		325	MV B19842	Museum Victoria				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	fasciatus		Accipiter_fasciatus	unknown	1	4.5	Vol		499.3	MV B13091	Museum Victoria				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	f	1		Mass	7.575	1165.000	HoBR181347	House of Bird Research collection	5-15-1985	Åbenrå, DK	55.03N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	f	1		Mass	7.620	902.600	HoBR171617	House of Bird Research collection	8-15-1986	Skovby, DK	55.10N 09.23E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	f	1		Mass	7.348	1040.000	HoBR354046	House of Bird Research collection	10-xx-2013	Funen, DK	55.20N 10.15E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	f	1		Mass	7.800	1120.000	HoBR257366	House of Bird Research collection	11-xx-1987	Rødding, DK	55.22N 09.04E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	f	1		Mass	7.900	767.000	HoBR257546	House of Bird Research collection	3-25-1993	near Kolding, DK, 	55.29N 09.28E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	f	1		Mass	7.580	1150.000	HoBR215553	House of Bird Research collection	3-23-1974	Pajhede Skov, DK	57.11N 10.10E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	f	1		Mass	7.980	1199.500	HoBR167130	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	m	1		Mass	8.150	604.700	HoBR257668	House of Bird Research collection	8-5-2000	Kelstrup, DK	55.12N 09.33E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	m	1		Mass	7.580	809.000	HoBR235179	House of Bird Research collection	1-27-1988	Vamdrup, DK	55.25N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	m	1		Mass	7.880	561.000	HoBR216056	House of Bird Research collection	9-5-1993	Kolding, DK, 	55.29N 09.28E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	m	1		Mass	8.030	848.500	HoBR215623	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	m	1		Mass	7.120	545.500	HoBR215651	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis	gentilis	Accipiter_gentilis	m	1		Mass	6.951	701.000	HoBR314311	House of Bird Research collection	1989			Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	f	1	7.9	Vol		1105.9	PMA 78.3.12	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	f	1	8.1	Vol		1092.2	PMA 83.26.28	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	f	1	8.15	Vol		1128.5	PMA 83.62.19	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	f	1	8.3	Vol		1123	PMA 83.62.23	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	f	1	8.15	Vol		1017.3	PMA 83.62.32	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	f	1	8	Vol		1251	PMA 84.50.27	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	f	1	8	Vol		1061.8	PMA 84.50.8	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	f	1	8.5	Vol		570.3	PMA 86.4.46	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	f	1	7.7	Vol		665.9	PMA 87.42.29	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	m	1	7.15	Vol		460.8	PMA 76.11.3	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	m	1	7.7	Vol		626.8	PMA 78.3.11	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	m	1	8.15	Vol		570.5	PMA 81.146.78	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	m	1	8	Vol		777	PMA 81.3.61	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	m	1	7.8	Vol		876	PMA 83.62.18	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	m	1	7.1	Vol		491.3	PMA 83.62.20	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	m	1	7.8	Vol		872	PMA 83.62.26	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	m	1	7.6	Vol		845.6	PMA 83.8.28	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	m	1	7.7	Vol		895	PMA 85.45.43	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	gentilis		Accipiter_gentilis	m	1	7.8	Vol		801.4	PMA 85.9.52	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	haplochrous		Accipiter_haplochrous	f	1	4.15	Vol		268	USNM561511	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	haplochrous		Accipiter_haplochrous	f	1	4.1	Vol		227	USNM561512	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	haplochrous		Accipiter_haplochrous	f	1	4.3	Vol		268	USNM561513	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	haplochrous		Accipiter_haplochrous	m	1	3.7	Vol		150	USNM561514	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	haplochrous		Accipiter_haplochrous	m	1	3.55	Vol		152	USNM561516	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	haplochrous		Accipiter_haplochrous	m	1	3.9	Vol		162	USNM561518	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.252	207.190	HoBR314636	House of Bird Research collection	3-20-2002	Vester Nebel, DK	53.34N 09.24E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.252	207.190	HoBR314636	House of Bird Research collection	3-20-2002	Vester Nebel, DK	53.34N 09.24E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.900	267.000	HoBR171998	House of Bird Research collection	2-xx-1992	Sønderborg, DK 	54.55N 09.45E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.700	270.900	HoBR235745	House of Bird Research collection	8-xx-1990	Sønderborg, DK 	54.55N 09.45E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.115	282.320	HoBR290898	House of Bird Research collection	3-14-1997	Sønderborg, DK 	54.55N 09.45E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.110	293.500	HoBR171567	House of Bird Research collection		Åbenrå, DK	55.03N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.212	204.360	HoBR273944	House of Bird Research collection	12-3-1995	Åbenrå, DK	55.03N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.150	241.100	HoBR171493	House of Bird Research collection	3-3-1986	Rødekro, DK	55.04N 09.20E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.960	289.200	HoBR171436	House of Bird Research collection	1-11-1986	Nordborg, DK	55.04N 09.45E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.955	258.150	HoBR291079	House of Bird Research collection	1-30-1998	Løjt Kirkeby, DK	55.05N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.162	295.990	HoBR328610	House of Bird Research collection	3-19-2003	Løjt Kirkeby, DK	55.05N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.300	263.500	HoBR235785	House of Bird Research collection	12-11-1991	Østermarie, DK	55.06N 14.52E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.200	265.000	HoBR235465	House of Bird Research collection	1990	Hoptrup, DK	55.11N 09.27E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.150	180.900	HoBR235615	House of Bird Research collection	2-27-1991	Vojens, DK	55.15N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.444	273.550	HoBR299865	House of Bird Research collection	2-11-2000	Vojens, DK	55.15N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.444	273.550	HoBR299865	House of Bird Research collection	2-11-2001	Vojens, DK	55.15N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.127	192.780	HoBR328698	House of Bird Research collection	11-16-2003	Vojens, DK	55.15N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.150	269.500	HoBR257628	House of Bird Research collection	1-25-1993	Vojens, DK	55.15N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.100	265.400	HoBR273765	House of Bird Research collection	1-11-1995	Haderslev, DK	55.15N 09.30E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.100	198.500	HoBR171982	House of Bird Research collection	12-xx-1991	Flovt, DK	55.15N 09.40E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.930	234.800	HoBR167111	House of Bird Research collection	3-30-1985	Haderslev, DK	55.16N 09.30E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.200	213.800	HoBR235580	House of Bird Research collection	3-24-1989	Haderslev, DK	55.16N 09.30E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.200	234.900	HoBR235664	House of Bird Research collection	1991	Haderslev,DK	55.16N 09.30E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.100	194.900	HoBR216146	House of Bird Research collection	2-20-1989	Årø, DK	55.16N 09.44E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.000	265.000	HoBR215653	House of Bird Research collection		Sommersted, DK	55.18N 09.20E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.050	233.400	HoBR235766	House of Bird Research collection	11-13-1991	Errested, DK	55.18N 09.35E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.962	249.910	HoBR338087	House of Bird Research collection	4-28-2006	Fjelstrup, DK	55.20N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.964	252.450	HoBR328805	House of Bird Research collection	5-2-2004	Christiansfeld, DK	55.21N 09.29E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.243	221.550	HoBR353434	House of Bird Research collection	3-5-2011	Christiansfeld, DK	55.21N 09.29E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.000	272.700	HoBR273743	House of Bird Research collection	12-1-1994	Christiansfeld, DK	55.21N 09.29E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.200	208.500	HoBR257424	House of Bird Research collection	11-23-1992	Christiansfeld, DK	55.21N 09.29E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.962	302.610	HoBR299909	House of Bird Research collection	4-14-2000	Rødding, DK	55.22N 09.04E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.113	294.050	HoBR328730	House of Bird Research collection	2-22-2004	Ødis Bramdrup. DK	55.23N 09.22E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.046	294.160	HoBR338274	House of Bird Research collection	11-27-2006	Sjølund, DK	55.24N 09.32E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.229	265.970	HoBR290957	House of Bird Research collection	10-21-1997	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.271	277.960	HoBR328912	House of Bird Research collection	12-16-2004	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.902	210.770	HoBR273805	House of Bird Research collection	3-13-1995	 Slagelse, DK	55.24N 11.22E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.200	246.000	HoBR215546	House of Bird Research collection		Vamdrup, DK	55.25N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.130	189.500	HoBR216121	House of Bird Research collection	2-10-1989	Vamdrup	55.25N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.073	202.000	HoBR299503	House of Bird Research collection	3-20-1998	Vamdrup, DK	55.25N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.170	250.600	HoBR171441	House of Bird Research collection	1-20-1986	Bjert, DK	55.26N 09.37E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.930	241.000	HoBR257314	House of Bird Research collection	3-6-1992	Hejls, DK	55.26N 09.37E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.165	224.480	HoBR346026	House of Bird Research collection	2-22-2008	Hejls, DK	55.26N 09.37E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.200	191.500	HoBR216163	House of Bird Research collection	3-7-1992	Hjarup, DK	55.27N 09.22E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.970	273.200	HoBR171502	House of Bird Research collection	3-13-1986	Vonsild, DK	55.27N09.29E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.330	322.100	HoBR314587	House of Bird Research collection	12-18-2001	Esbjerg, DK	55.28N 08.27E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.934	248.780	HoBR353886	House of Bird Research collection	4-1-2013	Esbjerg, DK	55.28N 08.27E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.099	283.760	HoBR328933	House of Bird Research collection	12-xx-2004	Esbjerg, DK	55.28N 08.27E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.965	203.160	HoBR274044	House of Bird Research collection	3-23-1996	Vejen, DK	55.28N 09.10E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.226	271.260	HoBR365642	House of Bird Research collection	12-27-2015	Sdr. Stenderup, DK	55.28N 09.37E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.780	296.600	HoBR171508	House of Bird Research collection	3-18-1986	Vejen, DK	55.28N09.10E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.140	278.500	HoBR171519	House of Bird Research collection	3-28-1986	Lunderskov, DK	55.29N 09.18E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.000	278.000	HoBR257468	House of Bird Research collection	1992	Lunderskov, DK 1	55.29N 09.18E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.430	287.100	HoBR171842	House of Bird Research collection	2-xx-1987	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.924	265.140	HoBR217675	House of Bird Research collection	5-9-1989	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.600	287.600	HoBR235154	House of Bird Research collection	11-18-1988	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.600	287.600	HoBR235154	House of Bird Research collection	11-18-1989	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.250	245.500	HoBR257368	House of Bird Research collection	9-6-1992	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.242	284.560	HoBR353688	House of Bird Research collection	4-1-2012	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.100	256.550	HoBR353982	House of Bird Research collection	9-15-2013	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.199	254.610	HoBR290776	House of Bird Research collection	12-4-1996	Kolding, DK, 	55.29N 09.28E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.841	281.600	HoBR328746	House of Bird Research collection	3-16-2004	Kolding, DK	55.29N 09.28E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.012	276.290	HoBR290961	House of Bird Research collection	9-xx-1995	Bramdrupdam, DK, 1	55.32N 09.18E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.070	248.100	HoBR216088	House of Bird Research collection	1-3-1988	Jordrup, DK 	55.33N 09.19E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.100	264.000	HoBR171991	House of Bird Research collection	3-7-1992	Fredericia, DK	55.35N 09.46E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.150	216.200	HoBR215801	House of Bird Research collection	3-15-1988	Egtved, DK	55.37E 09.19E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.225	261.000	HoBR299651	House of Bird Research collection	2-8-1999	Varde, DK	55.37N 08.29E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.170	208.700	HoBR171723	House of Bird Research collection	12-14-1986	Egtved, DK	55.37N 09.19E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
