Patry	Hostplant	Sex	BL	OL	Wing_length	Wing_width	Wing_area	Melanized_area	Melanization_ratio	Baltic
Allopatry	Heterophyllum	Female	4.78	1.94	5.270833333	2.354166667	9.797851563	4.906575521	50.07807568	East
Allopatry	Heterophyllum	Female	4.76	1.97	5.26	2.34	9.9652	6.5499	65.72773251	East
Allopatry	Heterophyllum	Male	4.8	NA	5.198019802	2.326732673	9.616214097	6.159200078	64.05015546	East
Allopatry	Heterophyllum	Female	4.56	1.63	5.079207921	2.287128713	9.322811489	6.171747868	66.20050052	East
Allopatry	Heterophyllum	Male	3.74	NA	4.427083333	1.833333333	6.541775174	3.600802951	55.04320855	East
Allopatry	Heterophyllum	Female	3.86	1.71	4.360824742	1.917525773	6.60973536	3.986714847	60.31580132	East
Allopatry	Heterophyllum	Male	4.23	NA	4.627659574	2.095744681	7.612833861	4.330126754	56.87930189	East
Allopatry	Heterophyllum	Male	3.85	NA	4.143589744	1.897435897	6.208652202	3.509165023	56.52056048	East
Allopatry	Heterophyllum	Male	4.33	NA	4.736842105	2.2	8.283213296	4.707922438	56.83690941	East
Allopatry	Heterophyllum	Male	4.33	NA	4.85	2.2	8.441	5.4576	64.65584646	East
Allopatry	Heterophyllum	Female	4.58	1.75	5.216080402	2.331658291	9.74126916	6.820938865	70.02104914	East
Allopatry	Heterophyllum	Male	4.46	NA	5	2.343434343	9.511784512	5.760840731	60.56529901	East
Allopatry	Heterophyllum	Female	4.7	1.73	4.84729064	2.305418719	9.001819991	5.365041617	59.59952124	East
Allopatry	Heterophyllum	Female	4.69	1.72	5.33	2.33	10.0127	6.4782	64.69983121	East
Allopatry	Heterophyllum	Male	4.11	NA	4.47	2.08	7.5817	5.3147	70.0990543	East
Allopatry	Heterophyllum	Female	4.19	1.77	4.83	2.14	8.3619	5.892	70.46245471	East
Allopatry	Heterophyllum	Male	4.07	NA	4.666666667	2.082051282	7.674424721	4.252149901	55.40675759	East
Allopatry	Heterophyllum	Male	4.52	NA	4.434343434	2.363636364	8.628609326	5.815937149	67.40294907	East
Allopatry	Heterophyllum	Female	4.53	1.76	4.824742268	2.134020619	8.223721968	4.54097141	55.21795882	East
Allopatry	Heterophyllum	Male	4.3	NA	4.67	2.13	8.1165	5.4874	67.6079591	East
Allopatry	Heterophyllum	Female	4.56	1.74	4.98	2.35	9.5658	5.8792	61.46062013	East
Allopatry	Heterophyllum	Male	4.29	NA	4.748717949	2.194871795	8.204602235	4.547008547	55.42021924	East
Allopatry	Heterophyllum	Female	4.68	1.83	4.947368421	2.294736842	8.982936288	4.868698061	54.19940546	East
Allopatry	Heterophyllum	Male	4.16	NA	4.435233161	1.968911917	6.945797203	3.993986416	57.50220312	East
Allopatry	Heterophyllum	Female	4.35	1.77	4.86	2.33	9.3239	5.7673	61.85501775	East
Allopatry	Heterophyllum	Male	4.44	NA	4.663366337	2.207920792	8.416233703	5.32261543	63.24224847	East
Allopatry	Heterophyllum	Female	4.79	1.74	4.939393939	2.343434343	9.429752066	5.604019998	59.42913407	East
Allopatry	Heterophyllum	Male	4.43	NA	4.797927461	2.103626943	7.946307283	4.292303149	54.01632477	East
Allopatry	Heterophyllum	Female	4.79	1.83	5.09947644	2.261780105	9.110934459	4.603821167	50.53072424	East
Allopatry	Heterophyllum	Male	4.83	NA	4.969072165	2.226804124	8.941332767	5.099160378	57.02908628	East
Allopatry	Heterophyllum	Female	4.26	1.93	4.54822335	2.263959391	8.55646886	6.113839573	71.45283496	East
Allopatry	Heterophyllum	Male	4.68	NA	4.643564356	2.356435644	9.036368983	6.00990099	66.50791929	East
Allopatry	Heterophyllum	Female	4.65	1.99	4.886597938	2.113402062	8.163354235	4.276331172	52.38448619	East
Allopatry	Heterophyllum	Male	4.35	NA	4.885416667	2.197916667	8.430121528	4.317599826	51.21634145	East
Allopatry	Heterophyllum	Female	4.01	1.47	4.852631579	2.2	8.327202216	4.578725762	54.9851636	East
Allopatry	Heterophyllum	Female	4.43	1.56	5.01	2.41	9.8454	5.7984	58.89450911	East
Allopatry	Heterophyllum	Male	4.11	NA	4.623115578	2.130653266	8.096462211	5.353400167	66.12023903	East
Allopatry	Heterophyllum	Female	4.75	1.83	5.38	2.39	10.5907	6.3714	60.16032935	East
Allopatry	Heterophyllum	Male	4.23	NA	4.416666667	2.041666667	7.195095486	4.08452691	56.76820992	East
Allopatry	Heterophyllum	Female	4.67	NA	4.802083333	2.322916667	8.864583333	5.378038194	60.66882099	East
Allopatry	Heterophyllum	Male	4.75	NA	5.622222222	2.455555556	11.20246914	7.29037037	65.07824554	East
Allopatry	Heterophyllum	Female	4.9	1.86	5.361702128	2.329787234	9.748076053	5.463897691	56.05103676	East
Allopatry	Heterophyllum	Male	4.21	NA	4.795918367	2.142857143	8.279779259	5.321740941	64.27394711	East
Allopatry	Heterophyllum	Female	4.21	1.66	4.62	2.15	8.0955	4.8844	60.33475388	East
Allopatry	Heterophyllum	Female	3.93	1.76	4.348717949	2	6.826035503	4.115502959	60.29126214	East
Allopatry	Heterophyllum	Female	4.13	1.5	4.71	2.17	8.3903	5.6059	66.81405909	East
Allopatry	Heterophyllum	Male	4.8	NA	4.824742268	2.216494845	8.363056648	4.649165692	55.59170394	East
Allopatry	Heterophyllum	Female	4.8	1.65	5.010526316	2.347368421	9.400221607	5.175734072	55.05970272	East
Allopatry	Heterophyllum	Male	4.14	NA	4.710659898	2.050761421	7.832925352	5.132623876	65.52627077	East
Allopatry	Heterophyllum	Female	4.91	2.03	5.222222222	2.464646465	10.5181104	6.639322518	63.1227689	East
Allopatry	Heterophyllum	Male	4.75	NA	4.684210526	2.242105263	8.629695291	5.329529086	61.75802165	East
Allopatry	Heterophyllum	Female	5.08	1.89	5.43877551	2.43877551	10.57788421	5.689920866	53.79072743	East
Allopatry	Heterophyllum	Male	4.41	NA	4.5	2.1	7.795	4.9245	63.17511225	East
Allopatry	Heterophyllum	Female	4.29	1.96	4.9375	2.125	8.287977431	4.374565972	52.78206907	East
Allopatry	Heterophyllum	Male	4.54	NA	4.8	2.328205128	8.880262985	5.687942143	64.0515056	East
Allopatry	Heterophyllum	Female	4.48	1.69	5.16751269	2.487309645	10.46303692	6.496122034	62.08639117	East
Allopatry	Heterophyllum	Male	4.26	NA	4.379487179	2.082051282	7.159184747	3.650966469	50.99695843	East
Allopatry	Heterophyllum	Female	4.28	1.79	4.870466321	2.103626943	8.054766571	3.855137051	47.86156143	East
Allopatry	Heterophyllum	Male	4.5	NA	4.46875	2.208333333	7.906358507	4.616644965	58.39154601	East
Allopatry	Heterophyllum	Male	4.25	NA	4.707070707	2.212121212	8.491378431	4.639526579	54.63808517	East
Allopatry	Heterophyllum	Female	4.82	1.92	5.06	2.25	9.0814	5.9117	65.09679124	East
Allopatry	Heterophyllum	Male	4.77	NA	4.791666667	2.177083333	8.196940104	4.861979167	59.31456257	East
Allopatry	Heterophyllum	Female	4.46	1.66	4.888888889	2.191919192	8.335884093	4.520355066	54.22766218	East
Allopatry	Heterophyllum	Male	4.28	NA	4.59	2.12	7.9115	5.335	67.4334829	East
Allopatry	Heterophyllum	Female	4.44	1.73	5.063157895	2.305263158	9.479445983	5.617506925	59.25986535	East
Allopatry	Heterophyllum	Male	4.57	NA	4.878787879	2.313131313	9.024181206	5.719518416	63.37991543	East
Allopatry	Heterophyllum	Female	4.62	2.11	5.099009901	2.326732673	9.66748358	6.268993236	64.84617413	East
Allopatry	Heterophyllum	Female	4.45	1.89	4.865979381	2.432989691	9.750770539	5.942183016	60.94065072	East
Allopatry	Heterophyllum	Male	4.19	NA	4.575757576	2.04040404	7.61197837	4.869299051	63.96890289	East
Allopatry	Heterophyllum	Female	4.05	1.93	4.48241206	2.08040201	7.430721446	4.42059544	59.49079738	East
Allopatry	Heterophyllum	Female	4.32	1.67	5.070707071	2.363636364	9.4634221	5.992041628	63.31791571	East
Allopatry	Heterophyllum	Male	4.53	NA	5.236180905	2.432160804	10.10216914	5.997525315	59.36868838	East
Allopatry	Heterophyllum	Female	4.43	1.77	5.272727273	2.444444444	10.28425671	6.248342006	60.75637922	East
Sympatry	Heterophyllum	Male	4.18	NA	4.424242424	2.03030303	7.255994286	4.90929497	67.65847348	West
Sympatry	Heterophyllum	Female	4.31	1.69	4.489795918	2.010204082	6.923157018	3.206164098	46.31072342	West
Sympatry	Heterophyllum	Female	4.53	1.65	4.948979592	2.102040816	8.349958351	5.716576426	68.46233462	West
Sympatry	Heterophyllum	Male	4.48	NA	4.857142857	2.081632653	7.894314869	4.659725115	59.02633974	West
Sympatry	Heterophyllum	Male	4.54	NA	4.595959596	2.03030303	7.317212529	3.999693909	54.66144236	West
Sympatry	Heterophyllum	Female	4.46	1.61	4.95959596	2.070707071	8.031221304	3.551984491	44.22720228	West
Sympatry	Heterophyllum	Male	4.07	NA	4.238341969	1.979274611	6.572525437	3.698246933	56.26827874	West
Sympatry	Heterophyllum	Female	4.84	1.64	5.025380711	2.14213198	8.348166662	4.96359092	59.45725715	West
Sympatry	Heterophyllum	Female	5.12	1.69	4.933333333	2.257142857	8.71537415	4.104852608	47.09898321	West
Sympatry	Heterophyllum	Male	4.48	NA	4.324873096	1.888324873	6.374397691	3.079904146	48.31678686	West
Sympatry	Heterophyllum	Female	4.68	1.51	4.934065934	2.087912088	8.090448014	4.398744113	54.36959864	West
Sympatry	Heterophyllum	Male	4.52	NA	4.592592593	2.021164021	7.313233112	3.96909381	54.27276486	West
Sympatry	Heterophyllum	Female	4.47	1.64	4.623655914	2.150537634	7.892357498	4.24049023	53.72906931	West
Sympatry	Heterophyllum	Male	4.48	NA	4.585106383	1.861702128	6.608985967	3.631167949	54.9428909	West
Sympatry	Heterophyllum	Female	4.83	1.57	4.852631579	2.042105263	7.784155125	4.286094183	55.0617776	West
Sympatry	Heterophyllum	Male	4.49	NA	4.347368421	1.936842105	6.509141274	3.39501385	52.15763044	West
Sympatry	Heterophyllum	Male	4.52	NA	4.329896907	1.969072165	6.743330853	3.794239558	56.26654898	West
Sympatry	Heterophyllum	Female	4.65	1.68	5.195652174	2.206521739	9.013114367	4.391422495	48.72258707	West
Sympatry	Heterophyllum	Male	4.37	NA	4.545454545	2.060606061	7.639628609	4.881440669	63.89630856	West
Sympatry	Heterophyllum	Male	4.49	NA	4.94	2.2	8.7188	5.5278	63.40092673	West
Sympatry	Heterophyllum	Female	4.76	1.61	4.752475248	2.297029703	8.810214685	5.22321341	59.28588119	West
Sympatry	Heterophyllum	Female	4.19	1.69	4.68627451	2.058823529	7.708861976	4.919550173	63.81681483	West
Sympatry	Heterophyllum	Male	3.93	NA	4.020408163	1.795918367	5.827988338	4.204914619	72.15036089	West
Sympatry	Heterophyllum	Female	4.56	1.65	4.717171717	2.191919192	8.298438935	4.848076727	58.42155091	West
Sympatry	Heterophyllum	Male	4.33	NA	4.472906404	2.256157635	8.415443228	4.811958553	57.18009643	West
Sympatry	Heterophyllum	Female	4.37	1.68	4.68	2.21	8.331	4.9775	59.74672908	West
Sympatry	Heterophyllum	Male	4.71	NA	4.709677419	2.043010753	7.570239334	4.006012256	52.9179076	West
Sympatry	Heterophyllum	Female	4.87	1.63	4.956989247	2.161290323	8.505954446	4.405133541	51.78882123	West
Sympatry	Heterophyllum	Male	4.91	NA	4.768421053	2.084210526	7.95867036	4.353573407	54.70227073	West
Sympatry	Heterophyllum	Male	4.44	NA	4.620320856	2.064171123	7.564414195	4.856072521	64.19628005	West
Sympatry	Heterophyllum	Female	4.5	1.65	5	2.11827957	8.230778125	4.615562493	56.07686689	West
Sympatry	Heterophyllum	Female	4.97	1.76	5.14893617	2.234042553	9.116229063	4.668515165	51.211034	West
Sympatry	Heterophyllum	Male	4.3	NA	4.731182796	2.225806452	8.373800439	4.822291594	57.5878495	West
Sympatry	Heterophyllum	Female	4.94	1.6	4.898989899	2.101010101	8.210998878	4.844811754	59.00392664	West
Sympatry	Heterophyllum	Male	4.56	NA	4.76344086	2.053763441	7.637067869	3.915597179	51.27094909	West
Sympatry	Heterophyllum	Female	4.72	1.75	4.924731183	2.182795699	8.670482137	4.856168343	56.0080543	West
Sympatry	Heterophyllum	Female	4.57	1.82	4.928571429	2.193877551	8.356934611	4.665451895	55.82731124	West
Sympatry	Heterophyllum	Female	5.08	1.74	5.234042553	2.212765957	9.126754187	4.89757809	53.66177273	West
Sympatry	Heterophyllum	Male	4.06	NA	4.141414141	2.01010101	6.680440771	4.389245995	65.70294005	West
Sympatry	Heterophyllum	Female	4.14	1.61	4.382352941	2.088235294	7.464052288	5.231737793	70.09245905	West
Sympatry	Heterophyllum	Female	3.93	1.84	4.545454545	2.121212121	7.842363024	5.155392307	65.73774118	West
Sympatry	Heterophyllum	Male	4.66	NA	4.855670103	2.051546392	7.950791795	4.592411521	57.76042989	West
Sympatry	Heterophyllum	Female	4.77	1.88	4.958333333	2.15625	8.583550347	4.809678819	56.03367633	West
Sympatry	Heterophyllum	Male	4.06	NA	4.23	1.88	6.4045	4.2311	66.06448591	West
Sympatry	Heterophyllum	Female	3.74	1.58	3.752688172	1.795698925	5.292634987	2.955717424	55.84585809	West
Sympatry	Heterophyllum	Male	4.89	NA	4.451612903	2.075268817	7.380275176	4.067059776	55.10715629	West
Sympatry	Heterophyllum	Female	4.41	1.7	4.808510638	2.031914894	7.752829335	4.164554097	53.7165713	West
Sympatry	Heterophyllum	Male	4.07	NA	4.303921569	1.901960784	6.362745098	4.261245675	66.97181184	West
Sympatry	Heterophyllum	Female	4.15	1.37	4.404255319	1.936170213	6.689678588	3.683680398	55.0651328	West
Sympatry	Heterophyllum	Female	4.36	1.49	4.333333333	1.870967742	6.310440513	3.680887964	58.33012697	West
Sympatry	Heterophyllum	Male	4.96	NA	4.894736842	2.189473684	8.528088643	4.163878116	48.8254554	West
Sympatry	Heterophyllum	Male	4.61	NA	4.71657754	2.010695187	7.513511968	4.4215162	58.84752988	West
Sympatry	Heterophyllum	Female	4.76	1.82	4.984126984	2.275132275	8.760672993	4.684079393	53.4671183	West
Sympatry	Heterophyllum	Male	4.6	NA	3.738738739	1.855855856	5.534291048	3.24746368	58.67894644	West
Sympatry	Heterophyllum	Female	4.63	1.6	4.734042553	2.159574468	8.248415573	4.768899955	57.81595159	West
Sympatry	Heterophyllum	Male	4.83	NA	4.414141414	2.070707071	7.102336496	4.004081216	56.37695733	West
Sympatry	Heterophyllum	Female	4.64	1.71	4.782608696	2.260869565	8.503662571	4.949905482	58.20910038	West
Sympatry	Heterophyllum	Female	4.4	1.67	4.397849462	1.956989247	6.903225806	3.905306972	56.5722038	West
Sympatry	Heterophyllum	Male	4.84	NA	4.638743455	2.115183246	7.702530084	4.067432362	52.80644564	West
Sympatry	Heterophyllum	Female	4.47	1.57	4.690721649	2.144329897	7.939738548	3.970878946	50.01271669	West
Sympatry	Heterophyllum	Female	3.87	1.39	3.989583333	1.947916667	6.16015625	3.319769965	53.89100261	West
Sympatry	Heterophyllum	Female	4.56	1.89	5	2.4	9.4415	5.6481	59.82206217	West
Sympatry	Heterophyllum	Male	4.4	NA	4.47	2.08	7.6364	5.1863	67.91550993	West
Sympatry	Heterophyllum	Female	4.83	1.7	4.898989899	2.303030303	9.231404959	6.149168452	66.611404	West
Sympatry	Heterophyllum	Male	4.17	NA	4.565656566	2.090909091	7.674216917	5.115600449	66.65957588	West
Sympatry	Heterophyllum	Female	4.86	1.82	5.263157895	2.273684211	9.318448753	4.740609418	50.87337543	West
Sympatry	Heterophyllum	Male	4.78	NA	4.701030928	2.154639175	8.003294718	4.467212244	55.81716532	West
Sympatry	Heterophyllum	Female	5.01	1.75	5.25	2.34375	9.698242188	5.151909722	53.12209803	West
Sympatry	Heterophyllum	Female	4.73	1.62	4.646153846	2.297435897	8.672189349	5.612728468	64.72100922	West
Sympatry	Heterophyllum	Female	5.19	1.89	5.138461538	2.235897436	9.050466798	5.175542406	57.18536427	West
Sympatry	Heterophyllum	Male	4.63	NA	4.66	2.1	7.6085	3.924	51.57389761	West
Sympatry	Heterophyllum	Female	4.55	1.83	4.815920398	2.169154229	8.076928789	4.406425584	54.55570674	West
Allopatry	Heterophyllum	Male	4.11	NA	4.534653465	2.089108911	7.460248995	5.093422214	68.27415837	West
Allopatry	Heterophyllum	Female	4.43	1.69	5.223880597	2.268656716	9.560852454	6.366476077	66.58900038	West
Allopatry	Heterophyllum	Male	4.08	NA	4.276595745	1.85106383	6.259732911	3.379923042	53.9946846	West
Allopatry	Heterophyllum	Female	3.99	1.72	4.548387097	1.946236559	6.992947162	3.718348942	53.17284481	West
Allopatry	Heterophyllum	Male	4.91	NA	5.11	2.34	9.657	6.1654	63.84384384	West
Allopatry	Heterophyllum	Female	5.04	1.87	5.227722772	2.386138614	9.98009999	6.749534359	67.62992722	West
Allopatry	Heterophyllum	Male	3.98	NA	4.526315789	2.010526316	7.021385042	4.048199446	57.65528342	West
Allopatry	Heterophyllum	Female	4.16	1.72	4.893617021	2.180851064	8.43809416	4.209370756	49.88532572	West
Allopatry	Heterophyllum	Male	4.54	NA	4.91	2.19	8.7164	5.8689	67.33169657	West
Allopatry	Heterophyllum	Female	4.61	1.64	5.131313131	2.434343434	10.17488011	6.658096113	65.43660503	West
Allopatry	Heterophyllum	Male	4.04	NA	4.468085106	2	7.226007243	3.943300136	54.57094081	West
Allopatry	Heterophyllum	Male	4.36	NA	4.11827957	1.946236559	6.311249855	3.465256099	54.90601986	West
Allopatry	Heterophyllum	Female	4.48	1.94	4.51	2.09	7.4207	4.6177	62.22728314	West
Allopatry	Heterophyllum	Male	4.56	NA	4.819512195	2.195121951	8.536347412	5.819393218	68.17193511	West
Allopatry	Heterophyllum	Female	4.64	1.87	5.18	2.39	9.6611	6.1361	63.51347155	West
Allopatry	Heterophyllum	Male	3.68	NA	4.268817204	1.720430108	5.734420164	3.308359348	57.69300563	West
Allopatry	Heterophyllum	Female	3.88	1.69	4.273684211	1.768421053	5.976398892	3.423047091	57.27608135	West
Allopatry	Heterophyllum	Male	4.3	NA	4.722772277	2.079207921	7.872463484	5.488579551	69.71870447	West
Allopatry	Heterophyllum	Female	4.15	1.77	4.891089109	2.336633663	9.021468483	5.733359475	63.5523971	West
Allopatry	Heterophyllum	Male	4.34	NA	4.557894737	2	7.23767313	4.334404432	59.88671157	West
Allopatry	Heterophyllum	Female	4.53	1.75	4.631578947	2.094736842	7.59933518	4.749141274	62.49416774	West
Allopatry	Heterophyllum	Male	5.21	NA	4.792079208	2.227722772	8.661601804	6.021468483	69.51910997	West
Allopatry	Heterophyllum	Female	5.1	2.15	5.31372549	2.343137255	9.992406767	6.463956171	64.68868133	West
Allopatry	Heterophyllum	Male	4.17	NA	4.375	2.052083333	7.212131076	3.780707465	52.4215024	West
Allopatry	Heterophyllum	Female	4.06	1.62	4.372340426	1.989361702	7.041195111	3.834540516	54.45866015	West
Allopatry	Heterophyllum	Male	4.35	NA	4.71957672	2.148148148	7.952856863	4.328770191	54.43037975	West
Allopatry	Heterophyllum	Female	4.52	1.9	5.042105263	2.126315789	8.422936288	4.407423823	52.32645329	West
Allopatry	Heterophyllum	Male	4.24	NA	4.322916667	1.927083333	6.485568576	3.419921875	52.73125763	West
Allopatry	Heterophyllum	Male	4.8	NA	5.141304348	2.195652174	9.047495274	5.058364839	55.90900781	West
Allopatry	Heterophyllum	Male	4.5	NA	4.852631579	2.168421053	8.20066482	4.415401662	53.84199646	West
Allopatry	Heterophyllum	Male	4.46	NA	4.838709677	2.075268817	7.960573477	4.462249971	56.0543783	West
Allopatry	Heterophyllum	Male	4.76	NA	4.680851064	2.138297872	8.112833861	4.504640109	55.52486573	West
Allopatry	Heterophyllum	Female	4.77	2.1	5.197860963	2.352941176	9.520661157	4.995395922	52.46900231	West
Allopatry	Heterophyllum	Male	4.45	NA	4.670212766	2.14893617	7.972272522	4.392485287	55.0970288	West
Allopatry	Heterophyllum	Female	4.44	1.8	4.755319149	2.170212766	8.0629244	4.2185378	52.32019538	West
Allopatry	Heterophyllum	Female	4.42	1.87	4.914893617	2.234042553	8.754413762	4.551493889	51.99084727	West
Allopatry	Heterophyllum	Female	3.96	1.59	4.436170213	2.021276596	7.003734722	3.851516523	54.99232447	West
Allopatry	Heterophyllum	Female	4.03	1.85	4.085106383	1.829787234	5.905839746	3.012675419	51.01180438	West
Allopatry	Heterophyllum	Female	4.12	1.76	4.755319149	2.212765957	8.375961974	4.92100498	58.75152006	West
Allopatry	Heterophyllum	Male	4.78	NA	5.010526316	2.305263158	9.164099723	4.733185596	51.64921529	West
Allopatry	Heterophyllum	Female	4.68	1.91	4.604166667	2.270833333	8.434787326	4.716037326	55.91175146	West
Allopatry	Heterophyllum	Male	4.65	NA	4.995073892	2.334975369	9.239535053	5.380669271	58.23528176	West
Allopatry	Heterophyllum	Female	4.9	1.87	5.205882353	2.382352941	9.668589004	4.898596694	50.66506283	West
Allopatry	Heterophyllum	Male	4.5	NA	4.900990099	2.108910891	8.220664641	4.791098912	58.28116243	West
Allopatry	Heterophyllum	Female	4.79	1.93	5.523809524	2.264550265	9.832983399	5.551132387	56.45420278	West
Allopatry	Heterophyllum	Male	4.66	NA	5.064676617	2.15920398	8.756317913	5.861142051	66.93614952	West
Allopatry	Heterophyllum	Female	5.07	2	5.14	2.38	9.887	6.6879	67.64337008	West
Allopatry	Heterophyllum	Male	4.3	NA	4.53	2.11	7.8175	5.2732	67.45378957	West
Allopatry	Heterophyllum	Female	4.81	1.73	4.92	2.26	8.9808	5.5578	61.88535542	West
Allopatry	Heterophyllum	Female	5.12	2.03	5.431578947	2.284210526	9.709141274	4.96565097	51.14407989	West
Allopatry	Heterophyllum	Male	4.54	NA	4.726315789	2.042105263	7.56132964	4.073795014	53.87670169	West
Allopatry	Heterophyllum	Female	4.8	1.98	4.666666667	2.1875	8.160264757	4.304470486	52.74915232	West
Allopatry	Heterophyllum	Male	4.47	NA	4.693069307	2.188118812	8.269973532	5.424958337	65.59825514	West
Allopatry	Heterophyllum	Female	4.1	1.64	4.782178218	2.198019802	8.369473581	5.547593373	66.28365953	West
Allopatry	Heterophyllum	Male	4.22	NA	4.486772487	2.137566138	7.342123681	4.0148932	54.68299602	West
Allopatry	Heterophyllum	Male	3.93	NA	4.899470899	2.19047619	8.725847541	4.967050195	56.92341256	West
Allopatry	Heterophyllum	Male	4.63	NA	5	2.170212766	8.554662743	4.3601177	50.9677334	West
Allopatry	Heterophyllum	Female	4.82	1.8	4.968085106	2.244680851	8.961634224	4.805794477	53.62631812	West
Allopatry	Heterophyllum	Male	4.3	NA	4.65	2.13	7.9913	5.511	68.96249672	West
Allopatry	Heterophyllum	Female	4.53	1.81	5.03960396	2.356435644	9.52112538	5.981668464	62.82522523	West
Allopatry	Heterophyllum	Male	4.12	NA	4.643564356	2.059405941	7.744142731	5.586119008	72.13347173	West
Allopatry	Heterophyllum	Female	4.33	1.71	5.272727273	2.383838384	10.04213856	6.864197531	68.35394166	West
Allopatry	Heterophyllum	Male	4.77	NA	4.860103627	2.113989637	8.000859083	4.168380359	52.0991598	West
Allopatry	Heterophyllum	Female	5.01	2.07	5.06185567	2.195876289	8.805824211	4.855244978	55.13674657	West
Allopatry	Heterophyllum	Male	4.42	NA	5.114583333	2.21875	8.879774306	5.027560764	56.61811428	West
Allopatry	Heterophyllum	Female	4.98	1.75	5.708333333	2.458333333	11.23155382	5.941514757	52.90020288	West
Allopatry	Heterophyllum	Male	5.04	NA	5.135416667	2.375	9.495659722	5.097547743	53.68292348	West
Allopatry	Heterophyllum	Female	3.7	1.61	4.072164948	1.773195876	5.663088532	3.34063131	58.98956535	West
Allopatry	Heterophyllum	Male	4.28	NA	4.748768473	2.147783251	8.167633284	5.482103424	67.11985264	West
Allopatry	Heterophyllum	Female	4.34	1.69	5.156862745	2.196078431	9.258266052	6.458573626	69.76007807	West
Allopatry	Heterophyllum	Male	4.43	NA	4.739583333	2.03125	7.600694444	4.058376736	53.39481498	West
Allopatry	Heterophyllum	Male	4.34	NA	6.036809816	2.760736196	13.30889382	8.686815462	65.27075486	West
Allopatry	Heterophyllum	Female	4.9	1.9	5.174757282	2.330097087	9.877462532	6.606183429	66.88138181	West
Allopatry	Heterophyllum	Male	4.63	NA	4.706467662	2.23880597	8.429692334	5.522437563	65.51173334	West
Allopatry	Heterophyllum	Female	4.96	1.86	5.051546392	2.18556701	9.025082368	5.115633967	56.68240753	West
Allopatry	Heterophyllum	Female	4.26	1.61	4.5	2.020833333	7.303819444	3.991970486	54.65593059	West
Allopatry	Heterophyllum	Male	4.34	NA	4.603960396	2.277227723	8.654445643	5.150573473	59.51361515	West
Allopatry	Heterophyllum	Female	4.03	1.71	3.841584158	1.97029703	6.351044015	4.04960298	63.76279192	West
Allopatry	Heterophyllum	Male	4.41	NA	4.581280788	2.098522167	7.772573952	5.416874955	69.6921636	West
Allopatry	Heterophyllum	Female	4.7	1.84	4.700507614	2.091370558	7.855600505	3.90373367	49.6936379	West
Allopatry	Heterophyllum	Male	4.27	NA	4.487309645	2.081218274	7.423432709	4.100389085	55.23575475	West
Allopatry	Heterophyllum	Female	4.58	1.77	5.070707071	2.141414141	8.539638812	4.432812978	51.90867056	West
Allopatry	Heterophyllum	Male	4.42	NA	4.536082474	1.948453608	6.962376448	4.05749814	58.27748859	West
Allopatry	Heterophyllum	Female	4.56	NA	4.806122449	2.255102041	8.594127447	5.267700958	61.29419177	West
Allopatry	Heterophyllum	Male	4.65	NA	4.929292929	2.333333333	9.312519131	5.651362106	60.68564291	West
Allopatry	Heterophyllum	Male	4.78	NA	4.808080808	2.171717172	8.306907458	4.796959494	57.74663457	West
Allopatry	Heterophyllum	Female	5.08	1.97	5.103092784	2.288659794	9.420342226	5.388882984	57.20474751	West
Allopatry	Heterophyllum	Male	4.23	NA	4.72	2.21	8.4663	5.7648	68.09113781	West
Allopatry	Heterophyllum	Female	4.45	1.81	5.161616162	2.383838384	9.849913274	6.416998265	65.14776412	West
Sympatry	Oleraceum	Male	4.33	NA	4.343434343	2.545454545	8.852872156	5.873686359	66.34780504	East
Sympatry	Oleraceum	Male	4.64	NA	4.919191919	2.272727273	9.031731456	6.002040608	66.45503841	East
Sympatry	Oleraceum	Female	4.66	1.53	4.85	2.25	8.9046	5.888	66.12312737	East
Sympatry	Oleraceum	Male	4.52	NA	4.905263158	2.221052632	8.562880886	5.104598338	59.61309524	East
Sympatry	Oleraceum	Female	4.45	1.69	4.916666667	2.229166667	8.642686632	4.957899306	57.36525593	East
Sympatry	Oleraceum	Male	4.84	NA	5.005235602	2.209424084	8.677941942	4.849099531	55.87845094	East
Sympatry	Oleraceum	Female	4.78	1.87	4.990196078	2.333333333	9.600826605	6.043637063	62.94913252	East
Sympatry	Oleraceum	Male	4.74	NA	5.154228856	2.218905473	9.225712235	6.390138858	69.26445022	East
Sympatry	Oleraceum	Female	4.67	1.72	5.26	2.4	10.1858	6.6138	64.9315714	East
Sympatry	Oleraceum	Male	3.86	NA	4.14893617	1.893617021	6.206201901	3.318469896	53.47022138	East
Sympatry	Oleraceum	Male	4.24	NA	4.604166667	2.114583333	7.839409722	4.25922309	54.33091573	East
Sympatry	Oleraceum	Male	4.64	NA	4.747572816	2.165048544	8.502874918	5.078046941	59.72152937	East
